,class,mean_cases,population,ratio,state,date
4205,red,6241,21733312,28.71628585647691,Florida,2021-02-25
767,red,210,731158,28.721562234154586,Alaska,2021-01-26
11425,red,1767,6151548,28.724477155993906,Missouri,2021-02-03
261,red,1414,4921532,28.730891112767328,Alabama,2020-11-07
7019,red,909,3163561,28.73344310414751,Iowa,2020-09-10
5698,red,525,1826913,28.73700061250864,Idaho,2020-07-29
22048,red,2211,7693612,28.738127163158214,Washington,2021-01-07
19760,red,8440,29360759,28.745850882124675,Texas,2020-08-02
18458,red,1500,5218040,28.746425861051275,South Carolina,2020-07-09
18604,red,1500,5218040,28.746425861051275,South Carolina,2020-12-02
9797,red,1982,6893574,28.751413998021924,Massachusetts,2021-04-20
3757,red,205,712816,28.759174878229445,District of Columbia,2021-02-03
18600,red,1501,5218040,28.76559014495864,South Carolina,2020-11-28
14341,red,5563,19336776,28.769015062283394,New York,2020-11-29
1983,red,11333,39368078,28.787282935174026,California,2020-11-25
18949,red,257,892717,28.788518645886658,South Dakota,2020-09-12
7048,red,911,3163561,28.796663000966316,Iowa,2020-10-09
19534,red,1984,6886834,28.80859332459589,Tennessee,2021-02-18
2821,red,1025,3557006,28.81636972217646,Connecticut,2020-11-11
2920,red,1025,3557006,28.81636972217646,Connecticut,2021-02-18
17309,red,3684,12783254,28.8189532962421,Pennsylvania,2020-11-15
7167,yellow,912,3163561,28.82827294937572,Iowa,2021-02-05
20245,red,937,3249879,28.831842662449894,Utah,2020-09-30
19415,red,1986,6886834,28.837634245286004,Tennessee,2020-10-22
19416,red,1986,6886834,28.837634245286004,Tennessee,2020-10-23
12709,red,905,3138259,28.83764533137641,Nevada,2021-02-09
12614,red,905,3138259,28.83764533137641,Nevada,2020-11-06
16023,red,3373,11693217,28.845782986837584,Ohio,2020-11-07
5692,red,527,1826913,28.84647490055629,Idaho,2020-07-23
4204,red,6270,21733312,28.849721570278838,Florida,2021-02-24
17970,red,305,1057125,28.85183871349178,Rhode Island,2020-05-08
17954,red,305,1057125,28.85183871349178,Rhode Island,2020-04-22
977,red,2142,7421401,28.86247488850151,Arizona,2020-06-24
4259,red,6273,21733312,28.863525264810075,Florida,2021-04-20
16431,red,1149,3980783,28.863668278326152,Oklahoma,2020-10-20
22926,red,1684,5832655,28.871928821437233,Wisconsin,2021-02-02
15228,yellow,221,765309,28.877224754968253,North Dakota,2021-01-03
9297,red,1749,6055802,28.881393414117568,Maryland,2021-02-05
8943,red,390,1350141,28.885871920043908,Maine,2021-04-18
5884,red,528,1826913,28.901212044580117,Idaho,2021-01-31
19862,red,8487,29360759,28.90592848774788,Texas,2020-11-12
8456,red,1343,4645318,28.910830216575054,Louisiana,2021-02-16
4542,red,3097,10710017,28.91685419360212,Georgia,2020-11-28
18701,red,1509,5218040,28.918904416217583,South Carolina,2021-03-09
10114,red,2883,9966555,28.92674550032584,Michigan,2021-01-01
22795,red,1688,5832655,28.940508224813573,Wisconsin,2020-09-24
20387,red,941,3249879,28.954924167945943,Utah,2021-02-19
18596,red,1511,5218040,28.957232984032316,South Carolina,2020-11-24
22039,red,2228,7693612,28.95908969675102,Washington,2020-12-29
11854,red,313,1080577,28.966006124505707,Montana,2021-02-06
13283,red,2573,8882371,28.96749077470419,New Jersey,2020-05-07
4541,red,3103,10710017,28.972876513641385,Georgia,2020-11-27
10475,red,1640,5657342,28.988878522811596,Minnesota,2020-10-28
253,red,1427,4921532,28.995036504893193,Alabama,2020-10-30
673,red,212,731158,28.99510092209892,Alaska,2020-10-24
15103,red,222,765309,29.007890930330102,North Dakota,2020-08-31
15232,yellow,222,765309,29.007890930330102,North Dakota,2021-01-07
15230,yellow,222,765309,29.007890930330102,North Dakota,2021-01-05
4438,red,3107,10710017,29.010224727000903,Georgia,2020-08-16
19086,yellow,259,892717,29.012553810446086,South Dakota,2021-01-27
16898,red,1231,4241507,29.02270348722754,Oregon,2020-11-30
9795,red,2001,6893574,29.027033002039293,Massachusetts,2021-04-18
8823,red,392,1350141,29.03400459655695,Maine,2020-12-19
16442,red,1156,3980783,29.039513080718038,Oklahoma,2020-10-31
3698,red,207,712816,29.03975219411461,District of Columbia,2020-12-06
10116,red,2895,9966555,29.047148187111798,Michigan,2021-01-03
10917,red,862,2966786,29.055011045623107,Mississippi,2020-11-13
11014,red,862,2966786,29.055011045623107,Mississippi,2021-02-18
10559,red,1644,5657342,29.05958310457455,Minnesota,2021-01-20
16432,red,1157,3980783,29.064633766774026,Oklahoma,2020-10-21
5771,red,531,1826913,29.065423476651596,Idaho,2020-10-10
11316,red,1788,6151548,29.065854643416582,Missouri,2020-10-17
10117,red,2898,9966555,29.077248858808282,Michigan,2021-01-04
3352,red,287,986809,29.08364232592123,Delaware,2021-02-24
21668,red,2499,8590563,29.090060802766942,Virginia,2021-02-22
978,red,2159,7421401,29.091542149521366,Arizona,2020-06-25
4628,red,3116,10710017,29.094258207059802,Georgia,2021-02-22
9220,red,1762,6055802,29.096063576715355,Maryland,2020-11-20
2473,red,1690,5807719,29.09920400763191,Colorado,2021-01-28
8826,red,393,1350141,29.108070934813473,Maine,2020-12-22
6315,red,3666,12587530,29.12406167055808,Illinois,2021-02-05
18941,red,260,892717,29.1245713927258,South Dakota,2020-09-04
18948,red,260,892717,29.1245713927258,South Dakota,2020-09-11
22063,red,2241,7693612,29.128061045969044,Washington,2021-01-22
17447,red,3724,12783254,29.131862669708354,Pennsylvania,2021-04-02
1522,red,883,3030522,29.136894567998517,Arkansas,2020-10-21
16120,red,3408,11693217,29.14510181415431,Ohio,2021-02-12
11730,red,315,1080577,29.151092425620757,Montana,2020-10-05
19325,red,2008,6886834,29.15708437287729,Tennessee,2020-07-24
6745,red,1970,6754953,29.163785447507927,Indiana,2021-02-09
16443,red,1161,3980783,29.165116510997958,Oklahoma,2020-11-01
4545,red,3124,10710017,29.168954633778824,Georgia,2020-12-01
20246,red,948,3249879,29.17031680256403,Utah,2020-10-01
7012,red,923,3163561,29.175982381879155,Iowa,2020-09-03
147,red,1436,4921532,29.177906391749563,Alabama,2020-07-16
21060,red,31,106235,29.180590200969547,Virgin Islands,2020-08-24
8944,red,394,1350141,29.182137273069998,Maine,2021-04-19
3353,red,288,986809,29.184979058764156,Delaware,2021-02-25
254,red,1437,4921532,29.198225268066935,Alabama,2020-10-31
265,red,1437,4921532,29.198225268066935,Alabama,2020-11-11
3969,red,6346,21733312,29.1994151650701,Florida,2020-07-04
20386,red,950,3249879,29.231857555312057,Utah,2021-02-18
22047,red,2250,7693612,29.245041210812293,Washington,2021-01-06
22045,red,2250,7693612,29.245041210812293,Washington,2021-01-04
13985,red,616,2106319,29.24533273450033,New Mexico,2021-02-07
11010,red,868,2966786,29.25725010162513,Mississippi,2021-02-14
18605,red,1527,5218040,29.263861526550198,South Carolina,2020-12-03
6639,red,1977,6754953,29.267413111534605,Indiana,2020-10-26
15238,yellow,224,765309,29.269223281053797,North Dakota,2021-01-13
10542,red,1656,5657342,29.271696849863414,Minnesota,2021-01-03
13195,red,400,1366275,29.27668295182156,New Hampshire,2021-04-10
10119,red,2919,9966555,29.287953560683704,Michigan,2021-01-06
2065,red,11532,39368078,29.292768623350117,California,2021-02-15
20249,red,952,3249879,29.293398308060087,Utah,2020-10-04
10543,red,1658,5657342,29.307049140744894,Minnesota,2021-01-04
4203,red,6371,21733312,29.314445952830383,Florida,2021-02-23
4419,red,3140,10710017,29.318347487216876,Georgia,2020-07-28
10827,red,870,2966786,29.324663120292467,Mississippi,2020-08-15
11013,red,870,2966786,29.324663120292467,Mississippi,2021-02-17
4437,red,3141,10710017,29.327684540556753,Georgia,2020-08-15
7049,red,928,3163561,29.33403212392617,Iowa,2020-10-10
22040,red,2257,7693612,29.336025783468155,Washington,2020-12-30
11853,red,317,1080577,29.33617872673581,Montana,2021-02-05
14761,red,3110,10600823,29.337344845772822,North Carolina,2020-11-23
5772,red,536,1826913,29.339109196770725,Idaho,2020-10-11
16441,red,1168,3980783,29.340961313389855,Oklahoma,2020-10-30
19758,red,8615,29360759,29.341884520083422,Texas,2020-07-31
17400,red,3751,12783254,29.34307649679808,Pennsylvania,2021-02-14
7920,red,1314,4477251,29.34836577176486,Kentucky,2020-10-29
19085,yellow,262,892717,29.34860655728523,South Dakota,2021-01-26
22925,red,1712,5832655,29.351984645071585,Wisconsin,2021-02-01
14855,red,3112,10600823,29.356211305480713,North Carolina,2021-02-25
22038,red,2260,7693612,29.375019171749237,Washington,2020-12-28
2958,red,1045,3557006,29.378640350901854,Connecticut,2021-03-28
2959,red,1045,3557006,29.378640350901854,Connecticut,2021-03-29
2957,red,1045,3557006,29.378640350901854,Connecticut,2021-03-27
11423,red,1808,6151548,29.39097606000961,Missouri,2021-02-01
8945,red,397,1350141,29.404336287839563,Maine,2021-04-20
12504,red,923,3138259,29.411211757856826,Nevada,2020-07-19
20248,red,956,3249879,29.416479813556137,Utah,2020-10-03
18597,red,1535,5218040,29.41717579780914,South Carolina,2020-11-25
17969,red,311,1057125,29.41941586851129,Rhode Island,2020-05-07
13060,red,402,1366275,29.423066366580663,New Hampshire,2020-11-26
4416,red,3152,10710017,29.430392127295406,Georgia,2020-07-25
9777,red,2029,6893574,29.433208376380673,Massachusetts,2021-03-31
18484,red,1536,5218040,29.436340081716505,South Carolina,2020-08-04
4012,red,6400,21733312,29.44788166663231,Florida,2020-08-16
4546,red,3154,10710017,29.449066233975163,Georgia,2020-12-02
17448,red,3768,12783254,29.476062980521235,Pennsylvania,2021-04-03
22049,red,2268,7693612,29.479001540498796,Washington,2021-01-08
19326,red,2031,6886834,29.491054960813635,Tennessee,2020-07-25
19342,red,2032,6886834,29.505575421158692,Tennessee,2020-08-10
20247,red,959,3249879,29.508790942678175,Utah,2020-10-02
21590,red,2535,8590563,29.50912530412733,Virginia,2020-12-06
9794,red,2035,6893574,29.520245956596682,Massachusetts,2021-04-17
11012,red,876,2966786,29.52690217629448,Mississippi,2021-02-16
15104,red,226,765309,29.530555631777492,North Dakota,2020-09-01
19327,red,2034,6886834,29.53461634184881,Tennessee,2020-07-26
19863,red,8674,29360759,29.542833003738085,Texas,2020-11-13
1021,red,2193,7421401,29.549676671561073,Arizona,2020-08-07
8825,red,399,1350141,29.552468964352613,Maine,2020-12-21
10541,red,1672,5657342,29.554515176915235,Minnesota,2021-01-02
10118,red,2947,9966555,29.56889316318427,Michigan,2021-01-05
13205,red,404,1366275,29.569449781339774,New Hampshire,2021-04-20
10636,red,1674,5657342,29.589867467796715,Minnesota,2021-04-07
3392,red,292,986809,29.59032599013588,Delaware,2021-04-05
16433,red,1178,3980783,29.5921681739497,Oklahoma,2020-10-22
9642,red,2040,6893574,29.592777273443353,Massachusetts,2020-11-16
9782,red,2040,6893574,29.592777273443353,Massachusetts,2021-04-05
19743,red,8689,29360759,29.59392160127741,Texas,2020-07-16
17891,red,944,3189068,29.601124842744024,Puerto Rico,2021-04-20
14854,red,3138,10600823,29.601475281683317,North Carolina,2021-02-24
2981,red,1053,3557006,29.60354860239201,Connecticut,2021-04-20
9738,red,2041,6893574,29.60728353681269,Massachusetts,2021-02-20
9296,red,1793,6055802,29.607969349063925,Maryland,2021-02-04
17955,red,313,1057125,29.608608253517794,Rhode Island,2020-04-23
11424,red,1822,6151548,29.618561051624727,Missouri,2021-02-02
8455,red,1376,4645318,29.621222917354636,Louisiana,2021-02-15
21667,red,2545,8590563,29.625532110060774,Virginia,2021-02-21
8824,red,400,1350141,29.626535302609135,Maine,2020-12-20
10133,red,2953,9966555,29.62909450657725,Michigan,2021-01-20
13475,red,2632,8882371,29.631727834831487,New Jersey,2020-11-15
19759,red,8702,29360759,29.638198385811485,Texas,2020-08-01
18459,red,1547,5218040,29.64714720469755,South Carolina,2020-07-10
11324,red,1824,6151548,29.651073193284034,Missouri,2020-10-25
14130,red,5734,19336776,29.65334035001491,New York,2020-05-02
4436,red,3176,10710017,29.65448140745248,Georgia,2020-08-14
10476,red,1678,5657342,29.66057204955967,Minnesota,2020-10-29
16440,red,1181,3980783,29.66753023211765,Oklahoma,2020-10-29
16555,red,1181,3980783,29.66753023211765,Oklahoma,2021-02-21
4887,red,50,168485,29.67623230554649,Guam,2020-09-08
4919,red,50,168485,29.67623230554649,Guam,2020-10-10
766,red,217,731158,29.67894764195974,Alaska,2021-01-25
6640,red,2005,6754953,29.681923767641315,Indiana,2020-10-27
18947,red,265,892717,29.684659304124374,South Dakota,2020-09-10
18942,red,265,892717,29.684659304124374,South Dakota,2020-09-05
22511,red,530,1784787,29.695420237821097,West Virginia,2021-02-13
22419,red,530,1784787,29.695420237821097,West Virginia,2020-11-13
10196,red,2960,9966555,29.69932940720239,Michigan,2021-03-24
7013,red,940,3163561,29.71335150483901,Iowa,2020-09-04
13063,red,406,1366275,29.71583319609888,New Hampshire,2020-11-29
13137,red,406,1366275,29.71583319609888,New Hampshire,2021-02-11
18700,red,1551,5218040,29.72380434032702,South Carolina,2021-03-08
3756,red,212,712816,29.741195483827525,District of Columbia,2021-02-02
9793,red,2051,6893574,29.75234617050604,Massachusetts,2021-04-16
19533,red,2050,6886834,29.76694370736974,Tennessee,2021-02-17
7050,red,942,3163561,29.776571401657815,Iowa,2020-10-11
7052,red,942,3163561,29.776571401657815,Iowa,2020-10-13
13196,red,407,1366275,29.78902490347844,New Hampshire,2021-04-11
14765,red,3158,10600823,29.790139878762243,North Carolina,2020-11-27
15235,yellow,228,765309,29.791887982501187,North Dakota,2021-01-10
3254,red,294,986809,29.792999455821747,Delaware,2020-11-18
1524,red,903,3030522,29.796846879844463,Arkansas,2020-10-23
11851,red,322,1080577,29.79889447952344,Montana,2021-02-03
4417,red,3192,10710017,29.803874260890527,Georgia,2020-07-26
9221,red,1805,6055802,29.80612642223111,Maryland,2020-11-21
16922,red,1265,4241507,29.824305370709045,Oregon,2020-12-24
12708,red,936,3138259,29.825454176981566,Nevada,2021-02-08
22005,red,2295,7693612,29.82994203502854,Washington,2020-11-25
4202,red,6484,21733312,29.83438511350686,Florida,2021-02-22
18483,red,1557,5218040,29.838790043771223,South Carolina,2020-08-03
4109,red,6485,21733312,29.838986345017272,Florida,2020-11-21
22041,red,2296,7693612,29.842939831122234,Washington,2020-12-31
2472,red,1734,5807719,29.85681641966493,Colorado,2021-01-27
11320,red,1837,6151548,29.862402114069496,Missouri,2020-10-21
6211,red,3759,12587530,29.86288811228255,Illinois,2020-10-24
10826,red,886,2966786,29.863967269631175,Mississippi,2020-08-14
10558,red,1690,5657342,29.872685794848532,Minnesota,2021-01-19
17399,red,3819,12783254,29.87502243169071,Pennsylvania,2021-02-13
10120,red,2978,9966555,29.87993343738132,Michigan,2021-01-07
3699,red,213,712816,29.88148414177011,District of Columbia,2020-12-07
5773,red,546,1826913,29.886480637008987,Idaho,2020-10-12
5886,red,546,1826913,29.886480637008987,Idaho,2021-02-02
12527,red,938,3138259,29.889183779923837,Nevada,2020-08-11
17968,red,316,1057125,29.892396831027554,Rhode Island,2020-05-06
3391,red,295,986809,29.894336188664678,Delaware,2021-04-04
3350,red,295,986809,29.894336188664678,Delaware,2021-02-22
14342,red,5784,19336776,29.911914995550447,New York,2020-11-30
22007,red,2302,7693612,29.920926607684404,Washington,2020-11-27
15227,yellow,229,765309,29.922554157863033,North Dakota,2021-01-02
15233,yellow,229,765309,29.922554157863033,North Dakota,2021-01-08
15234,yellow,229,765309,29.922554157863033,North Dakota,2021-01-09
15105,red,229,765309,29.922554157863033,North Dakota,2020-09-02
8868,red,404,1350141,29.922800655635225,Maine,2021-02-02
19339,red,2061,6886834,29.926668771165385,Tennessee,2020-08-07
255,red,1473,4921532,29.929704815492414,Alabama,2020-11-01
11011,red,888,2966786,29.931380288298513,Mississippi,2021-02-15
13135,red,409,1366275,29.935408318237542,New Hampshire,2021-02-09
1523,red,908,3030522,29.96183495780595,Arkansas,2020-10-22
18606,red,1564,5218040,29.972940031122796,South Carolina,2020-12-04
11317,red,1844,6151548,29.976194609877055,Missouri,2020-10-18
11852,red,324,1080577,29.983980780638493,Montana,2021-02-04
16899,red,1272,4241507,29.989341052602292,Oregon,2020-12-01
10056,red,2989,9966555,29.990302566935117,Michigan,2020-11-04
18598,red,1565,5218040,29.99210431503017,South Carolina,2020-11-26
11422,red,1845,6151548,29.99245068070671,Missouri,2021-01-31
3393,red,296,986809,29.995672921507605,Delaware,2021-04-06
7053,red,949,3163561,29.99784104052364,Iowa,2020-10-14
22796,red,1750,5832655,30.003488977146773,Wisconsin,2020-09-25
13204,red,410,1366275,30.0086000256171,New Hampshire,2021-04-19
13136,red,410,1366275,30.0086000256171,New Hampshire,2021-02-10
2471,red,1743,5807719,30.011782594853507,Colorado,2021-01-26
6314,red,3778,12587530,30.013831148763895,Illinois,2021-02-04
18943,red,268,892717,30.020712050963517,South Dakota,2020-09-06
14762,red,3183,10600823,30.0259706251109,North Carolina,2020-11-24
8037,red,1345,4477251,30.040754918587318,Kentucky,2021-02-23
12615,red,943,3138259,30.048507787279508,Nevada,2020-11-07
5883,red,549,1826913,30.050692069080466,Idaho,2021-01-30
23244,red,175,582328,30.05179211715734,Wyoming,2020-10-17
23245,red,175,582328,30.05179211715734,Wyoming,2020-10-18
7051,red,951,3163561,30.061060937342443,Iowa,2020-10-12
4418,red,3220,10710017,30.065311754407112,Georgia,2020-07-27
16435,red,1197,3980783,30.0694612090134,Oklahoma,2020-10-24
8827,red,406,1350141,30.070933332148275,Maine,2020-12-23
11850,red,325,1080577,30.07652393119602,Montana,2021-02-02
674,red,220,731158,30.089255673876234,Alaska,2020-10-25
22060,red,2315,7693612,30.089897956902426,Washington,2021-01-19
362,red,1481,4921532,30.09225582603141,Alabama,2021-02-16
3351,red,297,986809,30.097009654350536,Delaware,2021-02-23
13881,red,634,2106319,30.09990414557339,New Mexico,2020-10-26
9448,red,2076,6893574,30.115002754739415,Massachusetts,2020-05-06
4415,red,3226,10710017,30.121334074446384,Georgia,2020-07-24
6641,red,2035,6754953,30.12604232775565,Indiana,2020-10-28
9449,red,2077,6893574,30.129509018108752,Massachusetts,2020-05-07
16444,red,1200,3980783,30.14482326718136,Oklahoma,2020-11-02
8869,red,407,1350141,30.144999670404793,Maine,2021-02-03
3755,red,215,712816,30.162061457655273,District of Columbia,2021-02-01
11849,red,326,1080577,30.169067081753543,Montana,2021-02-01
10132,red,3008,9966555,30.18094015434621,Michigan,2021-01-19
1525,red,915,3030522,30.19281826695203,Arkansas,2020-10-24
19338,red,2080,6886834,30.202557517721498,Tennessee,2020-08-06
18460,red,1577,5218040,30.222075721918575,South Carolina,2020-07-11
18960,red,270,892717,30.24474721552295,South Dakota,2020-09-23
9778,red,2085,6893574,30.24555912506343,Massachusetts,2021-04-01
1124,red,2245,7421401,30.250352999386507,Arizona,2020-11-18
22924,red,1765,5832655,30.26066173980803,Wisconsin,2021-01-31
4421,red,3242,10710017,30.27072692788443,Georgia,2020-07-30
18143,red,320,1057125,30.270781601040557,Rhode Island,2020-10-28
12505,red,950,3138259,30.271561397577447,Nevada,2020-07-20
14100,red,5855,19336776,30.279090992210907,New York,2020-04-02
4627,red,3243,10710017,30.280063981224306,Georgia,2021-02-21
7018,red,958,3163561,30.282330576208267,Iowa,2020-09-09
1985,red,11925,39368078,30.291039354270737,California,2020-11-27
4429,red,3245,10710017,30.29873808790406,Georgia,2020-08-07
3394,red,299,986809,30.2996831200364,Delaware,2021-04-07
13064,red,414,1366275,30.301366855135313,New Hampshire,2020-11-30
13200,red,414,1366275,30.301366855135313,New Hampshire,2021-04-15
3700,red,216,712816,30.302350115597857,District of Columbia,2020-12-08
7014,red,959,3163561,30.313940524617667,Iowa,2020-09-05
15236,yellow,232,765309,30.314552683948577,North Dakota,2021-01-11
4420,red,3247,10710017,30.317412194583817,Georgia,2020-07-29
16921,red,1286,4241507,30.319412416388793,Oregon,2020-12-23
2978,red,1079,3557006,30.334500419735026,Connecticut,2021-04-17
2979,red,1079,3557006,30.334500419735026,Connecticut,2021-04-18
2980,red,1079,3557006,30.334500419735026,Connecticut,2021-04-19
16434,red,1208,3980783,30.345788755629233,Oklahoma,2020-10-23
16439,red,1208,3980783,30.345788755629233,Oklahoma,2020-10-28
16447,red,1208,3980783,30.345788755629233,Oklahoma,2020-11-05
19341,red,2090,6886834,30.34776212117208,Tennessee,2020-08-09
19340,red,2090,6886834,30.34776212117208,Tennessee,2020-08-08
4201,red,6596,21733312,30.349723042672924,Florida,2021-02-21
22062,red,2335,7693612,30.34985387877631,Washington,2021-01-21
8367,red,1410,4645318,30.353142669672994,Louisiana,2020-11-19
11847,red,328,1080577,30.354153382868596,Montana,2021-01-30
17449,red,3882,12783254,30.36785469490006,Pennsylvania,2021-04-04
4430,red,3253,10710017,30.37343451462309,Georgia,2020-08-08
266,red,1495,4921532,30.37672009447465,Alabama,2020-11-12
11321,red,1869,6151548,30.382596380618345,Missouri,2020-10-22
1020,red,2255,7421401,30.38509844704524,Arizona,2020-08-06
6744,red,2053,6754953,30.392513463824248,Indiana,2021-02-08
12526,red,954,3138259,30.399020603461985,Nevada,2020-08-10
20250,red,988,3249879,30.401131857524543,Utah,2020-10-05
10802,red,902,2966786,30.40327141896989,Mississippi,2020-07-21
10918,red,902,2966786,30.40327141896989,Mississippi,2020-11-14
1984,red,11975,39368078,30.41804580858634,California,2020-11-26
4200,red,6611,21733312,30.418741515329096,Florida,2021-02-20
9792,red,2097,6893574,30.41963428549545,Massachusetts,2021-04-15
16920,red,1291,4241507,30.43729504631255,Oregon,2020-12-22
16900,red,1291,4241507,30.43729504631255,Oregon,2020-12-02
148,red,1498,4921532,30.43767672342677,Alabama,2020-07-17
8867,red,411,1350141,30.441265023430887,Maine,2021-02-01
7600,red,887,2913805,30.441295831395717,Kansas,2021-02-12
15237,yellow,233,765309,30.445218859310422,North Dakota,2021-01-12
16446,red,1212,3980783,30.44627149985317,Oklahoma,2020-11-04
11731,red,329,1080577,30.446696533426124,Montana,2020-10-06
13203,red,416,1366275,30.44775026989442,New Hampshire,2021-04-18
13197,red,416,1366275,30.44775026989442,New Hampshire,2021-04-12
12164,red,590,1937552,30.450795643162095,Nebraska,2020-10-13
22061,red,2343,7693612,30.45383624752587,Washington,2021-01-20
10637,red,1723,5657342,30.455998594392913,Minnesota,2021-04-08
7921,red,1364,4477251,30.465122460188184,Kentucky,2020-10-30
17310,red,3895,12783254,30.469550241276597,Pennsylvania,2020-11-16
9796,red,2101,6893574,30.477659338972792,Massachusetts,2021-04-19
175,red,1500,4921532,30.47831447606152,Alabama,2020-08-13
16024,red,3565,11693217,30.487760553832192,Ohio,2020-11-08
3255,red,301,986809,30.502356585722264,Delaware,2020-11-19
3395,red,301,986809,30.502356585722264,Delaware,2021-04-08
7166,red,965,3163561,30.50360021507409,Iowa,2021-02-04
9447,red,2103,6893574,30.50667186571146,Massachusetts,2020-05-05
7599,red,889,2913805,30.50993460440901,Kansas,2021-02-11
19757,red,8958,29360759,30.510110450482564,Texas,2020-07-30
9439,red,2104,6893574,30.52117812908079,Massachusetts,2020-04-27
8236,red,1418,4645318,30.525359081983193,Louisiana,2020-07-11
4011,red,6635,21733312,30.52917107157897,Florida,2020-08-15
2386,red,1774,5807719,30.545554976058586,Colorado,2020-11-02
12162,red,592,1937552,30.554018679240606,Nebraska,2020-10-11
17956,red,323,1057125,30.554570178550314,Rhode Island,2020-04-24
979,red,2269,7421401,30.573742073767473,Arizona,2020-06-26
19084,yellow,273,892717,30.580799962362093,South Dakota,2021-01-25
18944,red,273,892717,30.580799962362093,South Dakota,2020-09-07
22420,red,546,1784787,30.59188575443456,West Virginia,2020-11-14
22010,red,2354,7693612,30.596812004556508,Washington,2020-11-30
16436,red,1218,3980783,30.596995616189076,Oklahoma,2020-10-25
4434,red,3277,10710017,30.59752379478016,Georgia,2020-08-12
1019,red,2271,7421401,30.600691163299217,Arizona,2020-08-05
10545,red,1732,5657342,30.61508390335956,Minnesota,2021-01-06
765,red,224,731158,30.636333049764893,Alaska,2021-01-24
14763,red,3248,10600823,30.639130565617407,North Carolina,2020-11-25
9440,red,2113,6893574,30.65173449940481,Massachusetts,2020-04-28
12163,red,594,1937552,30.657241715319124,Nebraska,2020-10-12
2470,red,1781,5807719,30.66608422342748,Colorado,2021-01-25
22008,red,2360,7693612,30.674798781118675,Washington,2020-11-28
9791,red,2115,6893574,30.680747026143482,Massachusetts,2021-04-14
12525,red,963,3138259,30.68580381670219,Nevada,2020-08-09
18946,red,274,892717,30.692817544641805,South Dakota,2020-09-09
7017,red,971,3163561,30.693259905530507,Iowa,2020-09-08
15106,red,235,765309,30.706551210034117,North Dakota,2020-09-03
4431,red,3289,10710017,30.709568434858692,Georgia,2020-08-09
13984,red,647,2106319,30.71709460912616,New Mexico,2021-02-06
16445,red,1223,3980783,30.722599046468996,Oklahoma,2020-11-03
3719,red,219,712816,30.723216089425602,District of Columbia,2020-12-27
3718,red,219,712816,30.723216089425602,District of Columbia,2020-12-26
13282,red,2729,8882371,30.7237785947018,New Jersey,2020-05-06
11318,red,1890,6151548,30.723973868041018,Missouri,2020-10-19
19337,red,2116,6886834,30.725294090143596,Tennessee,2020-08-05
20385,red,999,3249879,30.73960599763868,Utah,2021-02-17
13199,red,420,1366275,30.74051709941264,New Hampshire,2021-04-14
13198,red,420,1366275,30.74051709941264,New Hampshire,2021-04-13
17967,red,325,1057125,30.743762563556817,Rhode Island,2020-05-05
13253,red,2731,8882371,30.74629510521459,New Jersey,2020-04-07
2064,red,12105,39368078,30.7482625898069,California,2021-02-14
22009,red,2366,7693612,30.752785557680838,Washington,2020-11-29
16119,red,3596,11693217,30.75287151516986,Ohio,2021-02-11
4435,red,3295,10710017,30.76559075489796,Georgia,2020-08-13
10544,red,1741,5657342,30.774169212326214,Minnesota,2021-01-05
12707,red,966,3138259,30.781398221115595,Nevada,2021-02-07
2960,red,1095,3557006,30.78431692271534,Connecticut,2021-03-30
149,red,1516,4921532,30.803416497139512,Alabama,2020-07-18
19532,red,2122,6886834,30.81241685221395,Tennessee,2021-02-16
13202,red,421,1366275,30.813708806792192,New Hampshire,2021-04-17
22036,red,2371,7693612,30.817774538149312,Washington,2020-12-26
7054,red,975,3163561,30.819699699168122,Iowa,2020-10-15
1526,red,935,3030522,30.852770578797976,Arkansas,2020-10-25
11322,red,1898,6151548,30.85402243467823,Missouri,2020-10-23
6313,red,3884,12587530,30.855934404922966,Illinois,2021-02-03
4888,red,52,168485,30.863281597768346,Guam,2020-09-09
16438,red,1229,3980783,30.873323162804905,Oklahoma,2020-10-27
361,red,1520,4921532,30.884692002409004,Alabama,2021-02-15
19417,red,2127,6886834,30.885019153939243,Tennessee,2020-10-24
17450,red,3950,12783254,30.899800629792697,Pennsylvania,2021-04-05
23246,red,180,582328,30.910414749076125,Wyoming,2020-10-19
7015,red,978,3163561,30.914529544396334,Iowa,2020-09-06
18945,red,276,892717,30.916852709201237,South Dakota,2020-09-08
4433,red,3312,10710017,30.924320661675885,Georgia,2020-08-11
8837,red,418,1350141,30.959729391226546,Maine,2021-01-02
11421,red,1905,6151548,30.96781493048579,Missouri,2021-01-30
9445,red,2135,6893574,30.97087229353018,Massachusetts,2020-05-03
9643,red,2135,6893574,30.97087229353018,Massachusetts,2020-11-17
12523,red,972,3138259,30.9725870299424,Nevada,2020-08-07
12524,red,972,3138259,30.9725870299424,Nevada,2020-08-08
22037,red,2383,7693612,30.97374809127364,Washington,2020-12-27
21591,red,2661,8590563,30.97585105888869,Virginia,2020-12-07
19864,red,9097,29360759,30.98353145434694,Texas,2020-11-14
9444,red,2136,6893574,30.985378556899512,Massachusetts,2020-05-02
256,red,1525,4921532,30.986286383995875,Alabama,2020-11-02
4424,red,3320,10710017,30.999017088394908,Georgia,2020-08-02
4547,red,3320,10710017,30.999017088394908,Georgia,2020-12-03
