,class,mean_cases,population,ratio,state,date
9575,green,-258,6893574,-3.742615949288424,Massachusetts,2020-09-10
9577,green,-257,6893574,-3.7281096859190894,Massachusetts,2020-09-12
9576,green,-255,6893574,-3.699097159180419,Massachusetts,2020-09-11
9578,green,-249,6893574,-3.612059578964409,Massachusetts,2020-09-13
9581,green,-249,6893574,-3.612059578964409,Massachusetts,2020-09-16
9574,green,-247,6893574,-3.5830470522257394,Massachusetts,2020-09-09
9570,green,-247,6893574,-3.5830470522257394,Massachusetts,2020-09-05
9580,green,-246,6893574,-3.5685407888564047,Massachusetts,2020-09-15
9579,green,-243,6893574,-3.5250219987483997,Massachusetts,2020-09-14
9568,green,-234,6893574,-3.394465628424385,Massachusetts,2020-09-03
9573,green,-230,6893574,-3.3364405749470447,Massachusetts,2020-09-08
9569,green,-227,6893574,-3.2929217848390397,Massachusetts,2020-09-04
9571,green,-226,6893574,-3.278415521469705,Massachusetts,2020-09-06
9572,green,-199,6893574,-2.886746410497661,Massachusetts,2020-09-07
5560,darkgreen,0,1826913,0.0,Idaho,2020-03-13
17046,darkgreen,0,12783254,0.0,Pennsylvania,2020-02-26
17045,darkgreen,0,12783254,0.0,Pennsylvania,2020-02-25
17044,darkgreen,0,12783254,0.0,Pennsylvania,2020-02-24
17043,darkgreen,0,12783254,0.0,Pennsylvania,2020-02-23
17042,darkgreen,0,12783254,0.0,Pennsylvania,2020-02-22
17041,darkgreen,0,12783254,0.0,Pennsylvania,2020-02-21
17040,darkgreen,0,12783254,0.0,Pennsylvania,2020-02-20
5112,darkgreen,0,1407006,0.0,Hawaii,2020-02-20
5113,darkgreen,0,1407006,0.0,Hawaii,2020-02-21
17047,darkgreen,0,12783254,0.0,Pennsylvania,2020-02-27
5114,darkgreen,0,1407006,0.0,Hawaii,2020-02-22
5116,darkgreen,0,1407006,0.0,Hawaii,2020-02-24
5117,darkgreen,0,1407006,0.0,Hawaii,2020-02-25
5118,darkgreen,0,1407006,0.0,Hawaii,2020-02-26
5119,darkgreen,0,1407006,0.0,Hawaii,2020-02-27
5120,darkgreen,0,1407006,0.0,Hawaii,2020-02-28
5121,darkgreen,0,1407006,0.0,Hawaii,2020-02-29
5122,darkgreen,0,1407006,0.0,Hawaii,2020-03-01
5123,darkgreen,0,1407006,0.0,Hawaii,2020-03-02
5124,darkgreen,0,1407006,0.0,Hawaii,2020-03-03
5115,darkgreen,0,1407006,0.0,Hawaii,2020-02-23
17048,darkgreen,0,12783254,0.0,Pennsylvania,2020-02-28
4805,green,0,168485,0.0,Guam,2020-06-18
4804,green,0,168485,0.0,Guam,2020-06-17
16627,green,0,4241507,0.0,Oregon,2020-03-04
16628,green,0,4241507,0.0,Oregon,2020-03-05
16629,green,0,4241507,0.0,Oregon,2020-03-06
16630,green,0,4241507,0.0,Oregon,2020-03-07
16631,green,0,4241507,0.0,Oregon,2020-03-08
16632,green,0,4241507,0.0,Oregon,2020-03-09
16633,green,0,4241507,0.0,Oregon,2020-03-10
5566,green,0,1826913,0.0,Idaho,2020-03-19
5565,green,0,1826913,0.0,Idaho,2020-03-18
5564,green,0,1826913,0.0,Idaho,2020-03-17
5563,green,0,1826913,0.0,Idaho,2020-03-16
4776,green,0,168485,0.0,Guam,2020-05-20
4791,green,0,168485,0.0,Guam,2020-06-04
4795,green,0,168485,0.0,Guam,2020-06-08
4797,green,0,168485,0.0,Guam,2020-06-10
4798,green,0,168485,0.0,Guam,2020-06-11
4799,green,0,168485,0.0,Guam,2020-06-12
4800,green,0,168485,0.0,Guam,2020-06-13
4801,green,0,168485,0.0,Guam,2020-06-14
4802,green,0,168485,0.0,Guam,2020-06-15
4803,green,0,168485,0.0,Guam,2020-06-16
5125,darkgreen,0,1407006,0.0,Hawaii,2020-03-04
5561,green,0,1826913,0.0,Idaho,2020-03-14
5126,darkgreen,0,1407006,0.0,Hawaii,2020-03-05
5128,green,0,1407006,0.0,Hawaii,2020-03-07
5540,darkgreen,0,1826913,0.0,Idaho,2020-02-22
5541,darkgreen,0,1826913,0.0,Idaho,2020-02-23
5542,darkgreen,0,1826913,0.0,Idaho,2020-02-24
5543,darkgreen,0,1826913,0.0,Idaho,2020-02-25
5544,darkgreen,0,1826913,0.0,Idaho,2020-02-26
5545,darkgreen,0,1826913,0.0,Idaho,2020-02-27
5546,darkgreen,0,1826913,0.0,Idaho,2020-02-28
5547,darkgreen,0,1826913,0.0,Idaho,2020-02-29
5548,darkgreen,0,1826913,0.0,Idaho,2020-03-01
5539,darkgreen,0,1826913,0.0,Idaho,2020-02-21
5549,darkgreen,0,1826913,0.0,Idaho,2020-03-02
5551,darkgreen,0,1826913,0.0,Idaho,2020-03-04
5552,darkgreen,0,1826913,0.0,Idaho,2020-03-05
5553,darkgreen,0,1826913,0.0,Idaho,2020-03-06
5554,darkgreen,0,1826913,0.0,Idaho,2020-03-07
5555,darkgreen,0,1826913,0.0,Idaho,2020-03-08
5556,darkgreen,0,1826913,0.0,Idaho,2020-03-09
5557,darkgreen,0,1826913,0.0,Idaho,2020-03-10
5558,darkgreen,0,1826913,0.0,Idaho,2020-03-11
5559,darkgreen,0,1826913,0.0,Idaho,2020-03-12
5550,darkgreen,0,1826913,0.0,Idaho,2020-03-03
5538,darkgreen,0,1826913,0.0,Idaho,2020-02-20
5218,green,0,1407006,0.0,Hawaii,2020-06-05
5217,green,0,1407006,0.0,Hawaii,2020-06-04
5129,green,0,1407006,0.0,Hawaii,2020-03-08
5130,green,0,1407006,0.0,Hawaii,2020-03-09
5131,green,0,1407006,0.0,Hawaii,2020-03-10
5133,green,0,1407006,0.0,Hawaii,2020-03-12
5562,green,0,1826913,0.0,Idaho,2020-03-15
5135,green,0,1407006,0.0,Hawaii,2020-03-14
5136,green,0,1407006,0.0,Hawaii,2020-03-15
5137,green,0,1407006,0.0,Hawaii,2020-03-16
5138,green,0,1407006,0.0,Hawaii,2020-03-17
5205,green,0,1407006,0.0,Hawaii,2020-05-23
5206,green,0,1407006,0.0,Hawaii,2020-05-24
5207,green,0,1407006,0.0,Hawaii,2020-05-25
5208,green,0,1407006,0.0,Hawaii,2020-05-26
5209,green,0,1407006,0.0,Hawaii,2020-05-27
5210,green,0,1407006,0.0,Hawaii,2020-05-28
5211,green,0,1407006,0.0,Hawaii,2020-05-29
5212,green,0,1407006,0.0,Hawaii,2020-05-30
5213,green,0,1407006,0.0,Hawaii,2020-05-31
5214,green,0,1407006,0.0,Hawaii,2020-06-01
5215,green,0,1407006,0.0,Hawaii,2020-06-02
5216,green,0,1407006,0.0,Hawaii,2020-06-03
5127,darkgreen,0,1407006,0.0,Hawaii,2020-03-06
5134,green,0,1407006,0.0,Hawaii,2020-03-13
0,darkgreen,0,4921532,0.0,Alabama,2020-02-20
4775,green,0,168485,0.0,Guam,2020-05-19
17489,green,0,3189068,0.0,Puerto Rico,2020-03-14
17488,darkgreen,0,3189068,0.0,Puerto Rico,2020-03-13
17487,darkgreen,0,3189068,0.0,Puerto Rico,2020-03-12
17486,darkgreen,0,3189068,0.0,Puerto Rico,2020-03-11
17485,darkgreen,0,3189068,0.0,Puerto Rico,2020-03-10
17484,darkgreen,0,3189068,0.0,Puerto Rico,2020-03-09
17483,darkgreen,0,3189068,0.0,Puerto Rico,2020-03-08
17482,darkgreen,0,3189068,0.0,Puerto Rico,2020-03-07
17481,darkgreen,0,3189068,0.0,Puerto Rico,2020-03-06
17480,darkgreen,0,3189068,0.0,Puerto Rico,2020-03-05
17479,darkgreen,0,3189068,0.0,Puerto Rico,2020-03-04
17478,darkgreen,0,3189068,0.0,Puerto Rico,2020-03-03
17477,darkgreen,0,3189068,0.0,Puerto Rico,2020-03-02
17476,darkgreen,0,3189068,0.0,Puerto Rico,2020-03-01
17475,darkgreen,0,3189068,0.0,Puerto Rico,2020-02-29
17474,darkgreen,0,3189068,0.0,Puerto Rico,2020-02-28
17473,darkgreen,0,3189068,0.0,Puerto Rico,2020-02-27
17472,darkgreen,0,3189068,0.0,Puerto Rico,2020-02-26
17471,darkgreen,0,3189068,0.0,Puerto Rico,2020-02-25
17470,darkgreen,0,3189068,0.0,Puerto Rico,2020-02-24
17469,darkgreen,0,3189068,0.0,Puerto Rico,2020-02-23
17490,green,0,3189068,0.0,Puerto Rico,2020-03-15
17491,green,0,3189068,0.0,Puerto Rico,2020-03-16
17492,green,0,3189068,0.0,Puerto Rico,2020-03-17
17493,green,0,3189068,0.0,Puerto Rico,2020-03-18
17892,darkgreen,0,1057125,0.0,Rhode Island,2020-02-20
4260,darkgreen,0,10710017,0.0,Georgia,2020-02-20
4261,darkgreen,0,10710017,0.0,Georgia,2020-02-21
4262,darkgreen,0,10710017,0.0,Georgia,2020-02-22
4263,darkgreen,0,10710017,0.0,Georgia,2020-02-23
4264,darkgreen,0,10710017,0.0,Georgia,2020-02-24
4265,darkgreen,0,10710017,0.0,Georgia,2020-02-25
4266,darkgreen,0,10710017,0.0,Georgia,2020-02-26
4267,darkgreen,0,10710017,0.0,Georgia,2020-02-27
4268,darkgreen,0,10710017,0.0,Georgia,2020-02-28
17468,darkgreen,0,3189068,0.0,Puerto Rico,2020-02-22
4269,darkgreen,0,10710017,0.0,Georgia,2020-02-29
4271,darkgreen,0,10710017,0.0,Georgia,2020-03-02
4272,green,0,10710017,0.0,Georgia,2020-03-03
4273,green,0,10710017,0.0,Georgia,2020-03-04
4274,green,0,10710017,0.0,Georgia,2020-03-05
4275,green,0,10710017,0.0,Georgia,2020-03-06
4276,green,0,10710017,0.0,Georgia,2020-03-07
4277,green,0,10710017,0.0,Georgia,2020-03-08
4278,green,0,10710017,0.0,Georgia,2020-03-09
17495,green,0,3189068,0.0,Puerto Rico,2020-03-20
17494,green,0,3189068,0.0,Puerto Rico,2020-03-19
4270,darkgreen,0,10710017,0.0,Georgia,2020-03-01
17467,darkgreen,0,3189068,0.0,Puerto Rico,2020-02-21
17466,darkgreen,0,3189068,0.0,Puerto Rico,2020-02-20
4686,darkgreen,0,168485,0.0,Guam,2020-02-20
4713,green,0,168485,0.0,Guam,2020-03-18
4714,green,0,168485,0.0,Guam,2020-03-19
4715,green,0,168485,0.0,Guam,2020-03-20
17060,green,0,12783254,0.0,Pennsylvania,2020-03-11
17059,green,0,12783254,0.0,Pennsylvania,2020-03-10
17058,green,0,12783254,0.0,Pennsylvania,2020-03-09
17057,green,0,12783254,0.0,Pennsylvania,2020-03-08
17056,green,0,12783254,0.0,Pennsylvania,2020-03-07
17055,darkgreen,0,12783254,0.0,Pennsylvania,2020-03-06
17054,darkgreen,0,12783254,0.0,Pennsylvania,2020-03-05
4712,green,0,168485,0.0,Guam,2020-03-17
17053,darkgreen,0,12783254,0.0,Pennsylvania,2020-03-04
17051,darkgreen,0,12783254,0.0,Pennsylvania,2020-03-02
17050,darkgreen,0,12783254,0.0,Pennsylvania,2020-03-01
17049,darkgreen,0,12783254,0.0,Pennsylvania,2020-02-29
4768,green,0,168485,0.0,Guam,2020-05-12
4769,green,0,168485,0.0,Guam,2020-05-13
4770,green,0,168485,0.0,Guam,2020-05-14
4771,green,0,168485,0.0,Guam,2020-05-15
4772,green,0,168485,0.0,Guam,2020-05-16
4773,green,0,168485,0.0,Guam,2020-05-17
4774,green,0,168485,0.0,Guam,2020-05-18
17052,darkgreen,0,12783254,0.0,Pennsylvania,2020-03-03
16626,green,0,4241507,0.0,Oregon,2020-03-03
4711,green,0,168485,0.0,Guam,2020-03-16
4709,darkgreen,0,168485,0.0,Guam,2020-03-14
4687,darkgreen,0,168485,0.0,Guam,2020-02-21
4688,darkgreen,0,168485,0.0,Guam,2020-02-22
4689,darkgreen,0,168485,0.0,Guam,2020-02-23
4690,darkgreen,0,168485,0.0,Guam,2020-02-24
4691,darkgreen,0,168485,0.0,Guam,2020-02-25
4692,darkgreen,0,168485,0.0,Guam,2020-02-26
4693,darkgreen,0,168485,0.0,Guam,2020-02-27
4694,darkgreen,0,168485,0.0,Guam,2020-02-28
4695,darkgreen,0,168485,0.0,Guam,2020-02-29
4696,darkgreen,0,168485,0.0,Guam,2020-03-01
4710,darkgreen,0,168485,0.0,Guam,2020-03-15
4697,darkgreen,0,168485,0.0,Guam,2020-03-02
4699,darkgreen,0,168485,0.0,Guam,2020-03-04
4700,darkgreen,0,168485,0.0,Guam,2020-03-05
4701,darkgreen,0,168485,0.0,Guam,2020-03-06
4702,darkgreen,0,168485,0.0,Guam,2020-03-07
4703,darkgreen,0,168485,0.0,Guam,2020-03-08
4704,darkgreen,0,168485,0.0,Guam,2020-03-09
4705,darkgreen,0,168485,0.0,Guam,2020-03-10
4706,darkgreen,0,168485,0.0,Guam,2020-03-11
4707,darkgreen,0,168485,0.0,Guam,2020-03-12
4708,darkgreen,0,168485,0.0,Guam,2020-03-13
4698,darkgreen,0,168485,0.0,Guam,2020-03-03
16625,green,0,4241507,0.0,Oregon,2020-03-02
16617,darkgreen,0,4241507,0.0,Oregon,2020-02-23
16623,green,0,4241507,0.0,Oregon,2020-02-29
15715,green,0,51433,0.0,Northern Mariana Islands,2021-03-05
15714,green,0,51433,0.0,Northern Mariana Islands,2021-03-04
15713,green,0,51433,0.0,Northern Mariana Islands,2021-03-03
15712,green,0,51433,0.0,Northern Mariana Islands,2021-03-02
15711,green,0,51433,0.0,Northern Mariana Islands,2021-03-01
15710,green,0,51433,0.0,Northern Mariana Islands,2021-02-28
15709,green,0,51433,0.0,Northern Mariana Islands,2021-02-27
15708,green,0,51433,0.0,Northern Mariana Islands,2021-02-26
15707,green,0,51433,0.0,Northern Mariana Islands,2021-02-25
15706,green,0,51433,0.0,Northern Mariana Islands,2021-02-24
15705,green,0,51433,0.0,Northern Mariana Islands,2021-02-23
15704,green,0,51433,0.0,Northern Mariana Islands,2021-02-22
15703,green,0,51433,0.0,Northern Mariana Islands,2021-02-21
15702,green,0,51433,0.0,Northern Mariana Islands,2021-02-20
15701,green,0,51433,0.0,Northern Mariana Islands,2021-02-19
15700,green,0,51433,0.0,Northern Mariana Islands,2021-02-18
15699,green,0,51433,0.0,Northern Mariana Islands,2021-02-17
15698,green,0,51433,0.0,Northern Mariana Islands,2021-02-16
15697,green,0,51433,0.0,Northern Mariana Islands,2021-02-15
15696,green,0,51433,0.0,Northern Mariana Islands,2021-02-14
15695,green,0,51433,0.0,Northern Mariana Islands,2021-02-13
15716,green,0,51433,0.0,Northern Mariana Islands,2021-03-06
15694,green,0,51433,0.0,Northern Mariana Islands,2021-02-12
15717,green,0,51433,0.0,Northern Mariana Islands,2021-03-07
15719,green,0,51433,0.0,Northern Mariana Islands,2021-03-09
15740,green,0,51433,0.0,Northern Mariana Islands,2021-03-30
15739,green,0,51433,0.0,Northern Mariana Islands,2021-03-29
15738,green,0,51433,0.0,Northern Mariana Islands,2021-03-28
15737,green,0,51433,0.0,Northern Mariana Islands,2021-03-27
15736,green,0,51433,0.0,Northern Mariana Islands,2021-03-26
15735,green,0,51433,0.0,Northern Mariana Islands,2021-03-25
15734,green,0,51433,0.0,Northern Mariana Islands,2021-03-24
15733,green,0,51433,0.0,Northern Mariana Islands,2021-03-23
15732,green,0,51433,0.0,Northern Mariana Islands,2021-03-22
15731,green,0,51433,0.0,Northern Mariana Islands,2021-03-21
15730,green,0,51433,0.0,Northern Mariana Islands,2021-03-20
15729,green,0,51433,0.0,Northern Mariana Islands,2021-03-19
15728,green,0,51433,0.0,Northern Mariana Islands,2021-03-18
15727,green,0,51433,0.0,Northern Mariana Islands,2021-03-17
15726,green,0,51433,0.0,Northern Mariana Islands,2021-03-16
15725,green,0,51433,0.0,Northern Mariana Islands,2021-03-15
15724,green,0,51433,0.0,Northern Mariana Islands,2021-03-14
15723,green,0,51433,0.0,Northern Mariana Islands,2021-03-13
15722,green,0,51433,0.0,Northern Mariana Islands,2021-03-12
15721,green,0,51433,0.0,Northern Mariana Islands,2021-03-11
15720,green,0,51433,0.0,Northern Mariana Islands,2021-03-10
15718,green,0,51433,0.0,Northern Mariana Islands,2021-03-08
15693,green,0,51433,0.0,Northern Mariana Islands,2021-02-11
15692,green,0,51433,0.0,Northern Mariana Islands,2021-02-10
15691,green,0,51433,0.0,Northern Mariana Islands,2021-02-09
6392,darkgreen,0,6754953,0.0,Indiana,2020-02-22
6393,darkgreen,0,6754953,0.0,Indiana,2020-02-23
6394,darkgreen,0,6754953,0.0,Indiana,2020-02-24
6395,darkgreen,0,6754953,0.0,Indiana,2020-02-25
6396,darkgreen,0,6754953,0.0,Indiana,2020-02-26
6397,darkgreen,0,6754953,0.0,Indiana,2020-02-27
6398,darkgreen,0,6754953,0.0,Indiana,2020-02-28
6399,darkgreen,0,6754953,0.0,Indiana,2020-02-29
6400,darkgreen,0,6754953,0.0,Indiana,2020-03-01
6401,darkgreen,0,6754953,0.0,Indiana,2020-03-02
6402,darkgreen,0,6754953,0.0,Indiana,2020-03-03
6403,darkgreen,0,6754953,0.0,Indiana,2020-03-04
6404,darkgreen,0,6754953,0.0,Indiana,2020-03-05
6405,darkgreen,0,6754953,0.0,Indiana,2020-03-06
6406,green,0,6754953,0.0,Indiana,2020-03-07
6407,green,0,6754953,0.0,Indiana,2020-03-08
6408,green,0,6754953,0.0,Indiana,2020-03-09
6409,green,0,6754953,0.0,Indiana,2020-03-10
6410,green,0,6754953,0.0,Indiana,2020-03-11
6411,green,0,6754953,0.0,Indiana,2020-03-12
6412,green,0,6754953,0.0,Indiana,2020-03-13
6391,darkgreen,0,6754953,0.0,Indiana,2020-02-21
6390,darkgreen,0,6754953,0.0,Indiana,2020-02-20
15667,green,0,51433,0.0,Northern Mariana Islands,2021-01-16
15668,green,0,51433,0.0,Northern Mariana Islands,2021-01-17
15690,green,0,51433,0.0,Northern Mariana Islands,2021-02-08
15689,green,0,51433,0.0,Northern Mariana Islands,2021-02-07
15688,green,0,51433,0.0,Northern Mariana Islands,2021-02-06
15687,green,0,51433,0.0,Northern Mariana Islands,2021-02-05
15686,green,0,51433,0.0,Northern Mariana Islands,2021-02-04
15685,green,0,51433,0.0,Northern Mariana Islands,2021-02-03
15684,green,0,51433,0.0,Northern Mariana Islands,2021-02-02
15683,green,0,51433,0.0,Northern Mariana Islands,2021-02-01
15682,green,0,51433,0.0,Northern Mariana Islands,2021-01-31
15681,green,0,51433,0.0,Northern Mariana Islands,2021-01-30
15741,green,0,51433,0.0,Northern Mariana Islands,2021-03-31
15680,green,0,51433,0.0,Northern Mariana Islands,2021-01-29
15678,green,0,51433,0.0,Northern Mariana Islands,2021-01-27
15677,green,0,51433,0.0,Northern Mariana Islands,2021-01-26
15676,green,0,51433,0.0,Northern Mariana Islands,2021-01-25
15675,green,0,51433,0.0,Northern Mariana Islands,2021-01-24
15674,green,0,51433,0.0,Northern Mariana Islands,2021-01-23
15673,green,0,51433,0.0,Northern Mariana Islands,2021-01-22
15672,green,0,51433,0.0,Northern Mariana Islands,2021-01-21
15671,green,0,51433,0.0,Northern Mariana Islands,2021-01-20
15670,green,0,51433,0.0,Northern Mariana Islands,2021-01-19
15669,green,0,51433,0.0,Northern Mariana Islands,2021-01-18
15679,green,0,51433,0.0,Northern Mariana Islands,2021-01-28
16624,green,0,4241507,0.0,Oregon,2020-03-01
15742,green,0,51433,0.0,Northern Mariana Islands,2021-04-01
15744,green,0,51433,0.0,Northern Mariana Islands,2021-04-03
5964,green,0,12587530,0.0,Illinois,2020-02-20
5965,green,0,12587530,0.0,Illinois,2020-02-21
5966,green,0,12587530,0.0,Illinois,2020-02-22
5967,green,0,12587530,0.0,Illinois,2020-02-23
5968,green,0,12587530,0.0,Illinois,2020-02-24
5969,green,0,12587530,0.0,Illinois,2020-02-25
5970,green,0,12587530,0.0,Illinois,2020-02-26
5971,green,0,12587530,0.0,Illinois,2020-02-27
5972,green,0,12587530,0.0,Illinois,2020-02-28
5973,green,0,12587530,0.0,Illinois,2020-02-29
5974,green,0,12587530,0.0,Illinois,2020-03-01
5975,green,0,12587530,0.0,Illinois,2020-03-02
5976,green,0,12587530,0.0,Illinois,2020-03-03
5977,green,0,12587530,0.0,Illinois,2020-03-04
5978,green,0,12587530,0.0,Illinois,2020-03-05
5979,green,0,12587530,0.0,Illinois,2020-03-06
5980,green,0,12587530,0.0,Illinois,2020-03-07
5981,green,0,12587530,0.0,Illinois,2020-03-08
5982,green,0,12587530,0.0,Illinois,2020-03-09
5983,green,0,12587530,0.0,Illinois,2020-03-10
16198,darkgreen,0,3980783,0.0,Oklahoma,2020-03-01
16199,darkgreen,0,3980783,0.0,Oklahoma,2020-03-02
16197,darkgreen,0,3980783,0.0,Oklahoma,2020-02-29
16200,darkgreen,0,3980783,0.0,Oklahoma,2020-03-03
16202,darkgreen,0,3980783,0.0,Oklahoma,2020-03-05
16622,darkgreen,0,4241507,0.0,Oregon,2020-02-28
16621,darkgreen,0,4241507,0.0,Oregon,2020-02-27
16620,darkgreen,0,4241507,0.0,Oregon,2020-02-26
16619,darkgreen,0,4241507,0.0,Oregon,2020-02-25
16618,darkgreen,0,4241507,0.0,Oregon,2020-02-24
17893,darkgreen,0,1057125,0.0,Rhode Island,2020-02-21
16616,darkgreen,0,4241507,0.0,Oregon,2020-02-22
16615,darkgreen,0,4241507,0.0,Oregon,2020-02-21
16614,darkgreen,0,4241507,0.0,Oregon,2020-02-20
16214,green,0,3980783,0.0,Oklahoma,2020-03-17
16213,green,0,3980783,0.0,Oklahoma,2020-03-16
16212,green,0,3980783,0.0,Oklahoma,2020-03-15
16211,green,0,3980783,0.0,Oklahoma,2020-03-14
16210,green,0,3980783,0.0,Oklahoma,2020-03-13
16209,green,0,3980783,0.0,Oklahoma,2020-03-12
16208,green,0,3980783,0.0,Oklahoma,2020-03-11
16207,green,0,3980783,0.0,Oklahoma,2020-03-10
16206,green,0,3980783,0.0,Oklahoma,2020-03-09
16205,green,0,3980783,0.0,Oklahoma,2020-03-08
16204,green,0,3980783,0.0,Oklahoma,2020-03-07
16203,darkgreen,0,3980783,0.0,Oklahoma,2020-03-06
16201,darkgreen,0,3980783,0.0,Oklahoma,2020-03-04
16196,darkgreen,0,3980783,0.0,Oklahoma,2020-02-28
16195,darkgreen,0,3980783,0.0,Oklahoma,2020-02-27
16194,darkgreen,0,3980783,0.0,Oklahoma,2020-02-26
15765,darkgreen,0,11693217,0.0,Ohio,2020-02-23
15764,darkgreen,0,11693217,0.0,Ohio,2020-02-22
15763,darkgreen,0,11693217,0.0,Ohio,2020-02-21
15762,darkgreen,0,11693217,0.0,Ohio,2020-02-20
15761,green,0,51433,0.0,Northern Mariana Islands,2021-04-20
15760,green,0,51433,0.0,Northern Mariana Islands,2021-04-19
15759,green,0,51433,0.0,Northern Mariana Islands,2021-04-18
15758,green,0,51433,0.0,Northern Mariana Islands,2021-04-17
15757,green,0,51433,0.0,Northern Mariana Islands,2021-04-16
15756,green,0,51433,0.0,Northern Mariana Islands,2021-04-15
15755,green,0,51433,0.0,Northern Mariana Islands,2021-04-14
15754,green,0,51433,0.0,Northern Mariana Islands,2021-04-13
15753,green,0,51433,0.0,Northern Mariana Islands,2021-04-12
15752,green,0,51433,0.0,Northern Mariana Islands,2021-04-11
15751,green,0,51433,0.0,Northern Mariana Islands,2021-04-10
15750,green,0,51433,0.0,Northern Mariana Islands,2021-04-09
15749,green,0,51433,0.0,Northern Mariana Islands,2021-04-08
15748,green,0,51433,0.0,Northern Mariana Islands,2021-04-07
15747,green,0,51433,0.0,Northern Mariana Islands,2021-04-06
15746,green,0,51433,0.0,Northern Mariana Islands,2021-04-05
15745,green,0,51433,0.0,Northern Mariana Islands,2021-04-04
15766,darkgreen,0,11693217,0.0,Ohio,2020-02-24
15767,darkgreen,0,11693217,0.0,Ohio,2020-02-25
15768,darkgreen,0,11693217,0.0,Ohio,2020-02-26
15769,darkgreen,0,11693217,0.0,Ohio,2020-02-27
16193,darkgreen,0,3980783,0.0,Oklahoma,2020-02-25
16192,darkgreen,0,3980783,0.0,Oklahoma,2020-02-24
16191,darkgreen,0,3980783,0.0,Oklahoma,2020-02-23
16190,darkgreen,0,3980783,0.0,Oklahoma,2020-02-22
16189,darkgreen,0,3980783,0.0,Oklahoma,2020-02-21
16188,darkgreen,0,3980783,0.0,Oklahoma,2020-02-20
15785,green,0,11693217,0.0,Ohio,2020-03-14
15784,green,0,11693217,0.0,Ohio,2020-03-13
15783,green,0,11693217,0.0,Ohio,2020-03-12
15782,green,0,11693217,0.0,Ohio,2020-03-11
15743,green,0,51433,0.0,Northern Mariana Islands,2021-04-02
15781,green,0,11693217,0.0,Ohio,2020-03-10
15779,darkgreen,0,11693217,0.0,Ohio,2020-03-08
15778,darkgreen,0,11693217,0.0,Ohio,2020-03-07
15777,darkgreen,0,11693217,0.0,Ohio,2020-03-06
15776,darkgreen,0,11693217,0.0,Ohio,2020-03-05
15775,darkgreen,0,11693217,0.0,Ohio,2020-03-04
15774,darkgreen,0,11693217,0.0,Ohio,2020-03-03
15773,darkgreen,0,11693217,0.0,Ohio,2020-03-02
15772,darkgreen,0,11693217,0.0,Ohio,2020-03-01
15771,darkgreen,0,11693217,0.0,Ohio,2020-02-29
15770,darkgreen,0,11693217,0.0,Ohio,2020-02-28
15780,darkgreen,0,11693217,0.0,Ohio,2020-03-09
17894,darkgreen,0,1057125,0.0,Rhode Island,2020-02-22
17901,darkgreen,0,1057125,0.0,Rhode Island,2020-02-29
17896,darkgreen,0,1057125,0.0,Rhode Island,2020-02-24
20893,darkgreen,0,106235,0.0,Virgin Islands,2020-03-10
20892,darkgreen,0,106235,0.0,Virgin Islands,2020-03-09
20891,darkgreen,0,106235,0.0,Virgin Islands,2020-03-08
20890,darkgreen,0,106235,0.0,Virgin Islands,2020-03-07
20889,darkgreen,0,106235,0.0,Virgin Islands,2020-03-06
20888,darkgreen,0,106235,0.0,Virgin Islands,2020-03-05
20887,darkgreen,0,106235,0.0,Virgin Islands,2020-03-04
20886,darkgreen,0,106235,0.0,Virgin Islands,2020-03-03
20885,darkgreen,0,106235,0.0,Virgin Islands,2020-03-02
20884,darkgreen,0,106235,0.0,Virgin Islands,2020-03-01
20883,darkgreen,0,106235,0.0,Virgin Islands,2020-02-29
20882,darkgreen,0,106235,0.0,Virgin Islands,2020-02-28
20881,darkgreen,0,106235,0.0,Virgin Islands,2020-02-27
20880,darkgreen,0,106235,0.0,Virgin Islands,2020-02-26
20879,darkgreen,0,106235,0.0,Virgin Islands,2020-02-25
20878,darkgreen,0,106235,0.0,Virgin Islands,2020-02-24
20877,darkgreen,0,106235,0.0,Virgin Islands,2020-02-23
20876,darkgreen,0,106235,0.0,Virgin Islands,2020-02-22
20875,darkgreen,0,106235,0.0,Virgin Islands,2020-02-21
20874,darkgreen,0,106235,0.0,Virgin Islands,2020-02-20
2556,darkgreen,0,3557006,0.0,Connecticut,2020-02-20
20894,darkgreen,0,106235,0.0,Virgin Islands,2020-03-11
2557,darkgreen,0,3557006,0.0,Connecticut,2020-02-21
20895,darkgreen,0,106235,0.0,Virgin Islands,2020-03-12
20897,darkgreen,0,106235,0.0,Virgin Islands,2020-03-14
20947,green,0,106235,0.0,Virgin Islands,2020-05-03
20946,green,0,106235,0.0,Virgin Islands,2020-05-02
20943,green,0,106235,0.0,Virgin Islands,2020-04-29
20942,green,0,106235,0.0,Virgin Islands,2020-04-28
20941,green,0,106235,0.0,Virgin Islands,2020-04-27
20940,green,0,106235,0.0,Virgin Islands,2020-04-26
20939,green,0,106235,0.0,Virgin Islands,2020-04-25
20938,green,0,106235,0.0,Virgin Islands,2020-04-24
20937,green,0,106235,0.0,Virgin Islands,2020-04-23
20936,green,0,106235,0.0,Virgin Islands,2020-04-22
20935,green,0,106235,0.0,Virgin Islands,2020-04-21
20934,green,0,106235,0.0,Virgin Islands,2020-04-20
20933,green,0,106235,0.0,Virgin Islands,2020-04-19
