OBJECTID,Place,תאריך,שעות שהייה,lng,lat
1276631,הולמס פלייס - נתניה,30/6/2020,18:00 - 20:00,34.86148160000010,32.32541480000000
1276632,הולמס פלייס - נתניה,2/7/2020,08:00 - 10:00,34.86148160000010,32.32541480000000
1276633,הולמס פלייס - נתניה,1/7/2020,18:00 - 20:00,34.86148160000010,32.32541480000000
1276634,הולמס פלייס - נתניה,29/6/2020,09:00 - 11:00,34.86148160000010,32.32541480000000
1276635,מחסני הסטוק וואן - אופקים,28/6/2020,18:00 - 18:30,34.61979780000010,31.320925100000100
1276636,סטודיו פילאטיס רעות - תל אביב יפו,28/6/2020,08:00 - 20:30,34.77161240000000,32.08826540000010
1276637,סטודיו פילאטיס רעות - תל אביב יפו,30/6/2020,18:30 - 19:30,34.77161240000000,32.08826540000010
1276638,ויקטורי - גדרה,1/7/2020,16:30 - 20:00,34.777744100000100,31.81652410000000
1276639,Holmes place - הרצליה,3/7/2020,09:30 - 10:30,34.82395280000000,32.165061500000000
1276640,Holmes place - הרצליה,28/6/2020,19:00 - 20:00,34.82395280000000,32.165061500000000
1276641,Holmes place - הרצליה,29/6/2020,08:00 - 08:30,34.82395280000000,32.165061500000000
1276642,Holmes place - הרצליה,1/7/2020,19:00 - 20:00,34.82395280000000,32.165061500000000
1276643,יענקל'ה קפה - הרצליה,2/7/2020,20:00 - 23:00,34.804781400000000,32.17989300000010
1276644,היכל התרבות דימונה - דימונה,29/6/2020,20:00 - 21:00,35.03423300000000,31.066701000000000
1276645,השף והסועד - דימונה,3/7/2020,11:00 - 12:00,35.01831590000010,31.06490960000010
1276646,"רוטשילד 90, ראשון לציון",2/7/2020,18:30 - 18:40,34.79499230000010,31.96443940000010
1276647,מו ומו - רחובות,2/7/2020,16:30 - 16:45,34.81032600000000,31.898214000000100
1276648,Fiori - יקום,28/6/2020,16:30 - 18:00,34.836510600000100,32.248497400000100
1276649,ללין - באר שבע,28/6/2020,17:00 - 18:00,34.81087240000010,31.24252950000010
1276650,סופר דוש יוספטל - בת ים,30/6/2020,16:00 - 22:00,34.75677220000010,32.01524980000010
1276651,מחסני להב - תל אביב יפו,30/6/2020,07:00 - 15:00,34.79930110000000,32.11294260000010
1276652,"רפפורט 3, כפר סבא",28/6/2020,18:00 - 18:30,34.89160270000010,32.19271080000000
1276653,"רפפורט 3, כפר סבא",30/6/2020,16:30 - 17:00,34.89160270000010,32.19271080000000
1276654,מלי מלו - תל אביב יפו,30/6/2020,21:00 - 23:30,34.77419610000000,32.06281720000000
1276655,קסטרו G עפולה - עפולה,30/6/2020,16:00 - 22:00,35.312540700000100,32.61906080000010
1276656,קסטרו G עפולה - עפולה,1/7/2020,16:00 - 22:00,35.312540700000100,32.61906080000010
1276657,נשנש מסעדה חלבית- פיצה עפולה | פיצות | פסטות | סלטים - עפולה,30/6/2020,00:01 - 01:00,35.295597300000100,32.603759600000000
1276658,סופר ברקת סיטי - רמת השרון,2/7/2020,07:00 - 16:00,34.83819790000010,32.145476700000100
1276659,סופר ברקת סיטי - רמת השרון,1/7/2020,07:00 - 16:00,34.83819790000010,32.145476700000100
1276660,סופר ברקת סיטי - רמת השרון,30/6/2020,07:00 - 16:00,34.83819790000010,32.145476700000100
1276661,סופר ברקת סיטי - רמת השרון,29/6/2020,15:00 - 21:00,34.83819790000010,32.145476700000100
1276662,סופר ברקת סיטי - רמת השרון,28/6/2020,15:00 - 21:00,34.83819790000010,32.145476700000100
1276663,גן יונתן - אור יהודה,28/6/2020,16:00 - 17:00,34.866428400000100,32.032033400000000
1276664,גן חי אלעד - אלעד,30/6/2020,17:00 - 18:00,34.958875000000000,32.053570000000000
1276665,"הרב נויפלד 10, בני ברק",29/6/2020,05:30 - 06:30,34.841476700000000,32.09726120000010
1276666,"הרב נויפלד 10, בני ברק",30/6/2020,18:30 - 20:00,34.841476700000000,32.09726120000010
1276667,תעא מזרח - לוד,29/6/2020,07:00 - 16:00,34.909267500000100,32.00534830000000
1276668,"דרך המכבים 46, ראשון לציון",2/7/2020,07:00 - 09:15,34.80969350000000,31.98083420000010
1276669,"דרך המכבים 46, ראשון לציון",28/6/2020,12:00 - 13:00,34.80969350000000,31.98083420000010
1276670,קאנטרי קלאב גלי הדר - ראשון לציון,30/6/2020,15:00 - 18:00,34.786427600000000,31.949959000000000
1276671,ביקורופא גבעת שאול - ירושלים,2/7/2020,19:15 - 19:45,35.185569300000100,31.786573300000000
1276672,סטולרו - תל אביב יפו,28/6/2020,12:00 - 18:00,34.76836410000000,32.08575010000000
1276673,סטולרו - תל אביב יפו,29/6/2020,16:00 - 23:30,34.76836410000000,32.08575010000000
1276674,סופרמרקט ברקת - תל אביב יפו,30/6/2020,13:00 - 15:00,34.777756700000100,32.04778210000010
1276675,"הרימון 21, קרית גת",28/6/2020,19:00 - 20:00,34.765328400000000,31.60403350000010
1276676,"ארבע ארצות 24, חולון",29/6/2020,12:00 - 15:30,34.764504800000100,32.002576100000100
1276677,Lauz Night Club - מועדון לזוז - ראשון לציון,27/6/2020,00:00 - 03:00,34.76864930000010,31.992839600000000
1276678,"אבולעפיה ראשל""צ - ראשון לציון",27/6/2020,03:00 - 05:00,34.767742800000100,31.992342300000100
1276679,"סוקולוב 58, חולון",30/6/2020,17:30 - 23:30,34.77529750000010,32.02259790000010
1276680,איקאה - נתניה,1/7/2020,11:00 - 14:00,34.86103970000010,32.27386450000010
1276681,ביג פולג - נתניה,1/7/2020,14:30 - 15:30,34.860608900000000,32.277970700000000
1276682,כותל המערבי - ירושלים,30/6/2020,21:30 - 22:30,35.23450850000010,31.77671890000010
1276683,שיפודי חן רמת גן - רמת גן,29/6/2020,19:00 - 19:30,34.82024420000010,32.050635800000100
1276684,א.ל.מ ביג באר שבע - באר שבע,29/6/2020,13:20 - 14:00,34.80616310000010,31.24445840000000
1276685,גלי השרון - כפר סבא,30/6/2020,14:00 - 20:00,34.89192450000010,32.17777140000000
1276686,קניון כפר סבא הירוקה - כפר סבא,2/7/2020,20:00 - 20:30,34.89136680000010,32.192003200000000
1276687,קניון G - כפר סבא,28/6/2020,11:00 - 12:30,34.92624260000010,32.17113090000000
1276688,Fat Vinny נתניה - נתניה,28/6/2020,13:00 - 15:00,34.86116610000010,32.275073200000100
1276689,דואר ישראל - תל אביב יפו,28/6/2020,09:00 - 12:00,34.79137840000000,32.053404700000000
1276690,זה סושי - בזל - תל אביב יפו,30/6/2020,19:00 - 20:30,34.78031170000000,32.09002160000010
1276691,לוקר רום - תל אביב יפו,28/6/2020,20:00 - 21:00,34.77164310000010,32.07301620000000
1276692,סוויפט - יהוד,28/6/2020,09:30 - 10:30,34.878142500000000,32.030233200000100
1276693,סוויפט - יהוד,28/6/2020,19:00 - 20:00,34.878142500000000,32.030233200000100
1276694,סוויפט - יהוד,30/6/2020,09:30 - 10:30,34.878142500000000,32.030233200000100
1276695,"סופר-פארם כפר גנים פ""ת - פתח תקווה",3/7/2020,14:00 - 14:30,34.86998680000010,32.074285400000100
1276696,סופר חביב כפר גנים - פתח תקווה,30/6/2020,20:00 - 20:30,34.864849700000000,32.07344470000000
1276697,ויקטורי - רחובות,29/6/2020,15:30 - 16:00,34.806411800000000,31.91099870000010
1276698,תבליני מימון - באר שבע,30/6/2020,19:00 - 19:30,34.81201340000010,31.24137410000000
1276699,קידישיק - בני ברק,29/6/2020,22:00 - 23:30,34.827912500000000,32.087758800000100
1276700,פרץ סנטר /כביש 25 - דימונה,28/6/2020,18:00 - 18:30,35.02005800000010,31.061720000000000
1276701,ויקטורי - דימונה,30/6/2020,15:00 - 16:00,35.02416860000010,31.06150940000000
1276702,שופרסל דיל - דימונה,28/6/2020,17:30 - 18:00,35.03237100000010,31.074295000000100
1276703,עזרה ואחוה - מודיעין עילית,1/7/2020,12:00 - 13:00,35.03894340000010,31.937023500000100
1276704,"הירקון 75, תל אביב יפו",2/7/2020,12:00 - 13:30,34.767012100000000,32.076986600000100
1276705,בית הבד - חלל עבודה שיתופי לאופנה - תל אביב יפו,29/6/2020,17:00 - 20:00,34.77501280000010,32.06045700000000
1276706,"לח""י 4, ראשון לציון",28/6/2020,17:00 - 19:30,34.764967900000000,31.986271800000100
1276707,"חטיבת הנגב 11, אשדוד",28/6/2020,10:00 - 13:00,34.66395750000000,31.80301090000010
1276708,ישיבת בית מתתיהו - בני ברק,3/7/2020,08:00 - 08:30,34.840227500000000,32.07705710000010
1276709,מגדל המאה - תל אביב יפו,28/6/2020,19:00 - 19:30,34.782392300000000,32.08695570000000
1276710,שופרסל דיל - רמלה,30/6/2020,09:00 - 09:30,34.880894100000000,31.932061300000000
1276711,"צופית 40, רמלה",28/6/2020,13:00 - 13:30,34.88875400000010,31.932863000000100
1276712,מרכז הבניה הישראלי - נתניה,29/6/2020,17:00 - 21:00,34.865305600000100,32.294370300000000
1276713,סיטונאות מזוז אליהו ובנו - יבנה,29/6/2020,14:00 - 14:30,34.74436620000010,31.875468200000100
1276714,"הר הצופים 74, רחובות",29/6/2020,12:30 - 13:00,34.783227200000100,31.896099500000000
1276715,"אשכנזי 3, יהוד",29/6/2020,17:00 - 17:30,34.889420200000100,32.02931620000000
1276716,אימפריאל קוקטייל בר - תל אביב יפו,29/6/2020,10:00 - 11:00,34.76686820000000,32.07565090000000
1276717,"פרופסור יחזקאל קויפמן 7, תל אביב יפו",1/7/2020,09:00 - 11:00,34.761992400000100,32.06440250000000
1276718,"דרך העצמאות 8, יהוד",1/7/2020,19:30 - 21:30,34.884939200000100,32.02777060000010
1276719,"הכרמל 1, יבנה",30/6/2020,05:00 - 13:00,34.750625600000000,31.87675960000010
1276720,קאסליו אירועים - חדרה,28/6/2020,20:00 - 23:59,34.91736720000010,32.447388500000000
1276721,ח.נ.י כרמלה למסחר - חולון,5/7/2020,06:30 - 07:30,34.801230700000100,32.02170350000010
1276722,כל בו חצי חינם - חולון,29/6/2020,14:00 - 15:00,34.80367700000010,32.00373460000000
1276723,"החרושת 10, רמת השרון",30/6/2020,17:00 - 19:00,34.85872710000010,32.12868340000010
1276724,בית כנסת אור תורה - פרדס חנה כרכור,2/7/2020,09:00 - 13:00,34.97624790000000,32.46764020000010
1276725,תפרח מרכז - תפרח,28/6/2020,18:00 - 18:30,34.67529700000010,31.32557500000010
1276726,מסעדת חליל - רמלה,30/6/2020,10:00 - 11:00,34.87297250000010,31.925748000000100
1276727,"היקב 9, ראשון לציון",30/6/2020,11:30 - 14:30,34.77851240000010,31.972780800000100
1276728,Crazy Meat - ראשון לציון,28/6/2020,19:00 - 20:00,34.77407240000010,31.987897700000100
1276729,נעלי גלית נשים - ירושלים,2/7/2020,20:30 - 21:00,35.21020990000010,31.791442000000100
1276730,"בזאר שטראוס - מרכז העיר (2005) בע""מ - ירושלים",2/7/2020,20:00 - 20:30,35.21858180000000,31.784799700000100
1276731,"צופית 40, רמלה",30/6/2020,09:30 - 09:45,34.88875400000010,31.932863000000100
1276732,יינות ביתן - רמלה,3/7/2020,09:00 - 09:45,34.87401420000000,31.938900300000100
1276733,בית מרקחת חי- קרית מנחם - רמלה,3/7/2020,09:45 - 10:00,34.87402600000010,31.939091000000100
1276734,לנדוור - מודיעין מכבים רעות,29/6/2020,16:00 - 18:00,35.007647200000100,31.900245600000100
1276735,בראנצ׳וס - מטבח חלבי & מתוקים - קרית עקרון,30/6/2020,13:30 - 15:00,34.81670410000000,31.862658700000100
1276736,Fox - קרית עקרון,30/6/2020,15:00 - 15:30,34.818352600000000,31.863533000000100
1276737,סופר דוש חולון - חולון,29/6/2020,18:00 - 18:30,34.77235360000000,32.002833500000100
1276738,בית הכנסת המרכזי דרכי נועם - חולון,28/6/2020,07:30 - 08:30,34.76574980000000,31.999598400000000
1276739,בית הכנסת המרכזי דרכי נועם - חולון,29/6/2020,07:30 - 08:30,34.76574980000000,31.999598400000000
1276740,בית כנסת סולם יעקב - חולון,28/6/2020,19:30 - 20:30,34.77042730000010,31.997704500000100
1276741,בית כנסת סולם יעקב - חולון,29/6/2020,19:30 - 20:30,34.77042730000010,31.997704500000100
1276742,Swift Club- סניף קדימה - קדימה צורן,29/6/2020,11:00 - 12:00,34.91928100000010,32.276357000000100
1276743,Swift Club- סניף קדימה - קדימה צורן,1/7/2020,11:00 - 12:00,34.91928100000010,32.276357000000100
1276744,בנק הפועלים - ראשון לציון,28/6/2020,08:00 - 17:30,34.774712900000100,31.97581820000010
1276745,בנק הפועלים - ראשון לציון,29/6/2020,08:00 - 11:00,34.774712900000100,31.97581820000010
1276746,"הצדף 1, הרצליה",2/7/2020,18:30 - 20:00,34.795364300000100,32.16442820000000
1276747,מלון ישרוטל ים המלח - ירושלים,27/6/2020,00:00 - 19:00,35.22456990000010,31.749405900000100
1276748,"רוחמה 22, תל אביב יפו",29/6/2020,22:42 - 23:12,34.76101300000010,32.055102600000100
1276749,"מרמורק 9, תל אביב יפו",29/6/2020,21:00 - 21:30,34.78074420000010,32.07149510000010
1276750,"שדרות רוטשילד 135, תל אביב יפו",29/6/2020,10:26 - 10:56,34.77885070000010,32.071554900000000
1276751,חומוס אליהו - בני ברק,28/6/2020,13:26 - 14:05,34.82529230000010,32.095666100000100
1276752,אילקה בר - תל אביב יפו,28/6/2020,21:40 - 23:59,34.77406220000010,32.08294970000000
1276753,אילקה בר - תל אביב יפו,28/6/2020,00:00 - 00:30,34.77406220000010,32.08294970000000
1276754,"אהרון בקר 10, תל אביב יפו",30/6/2020,08:00 - 13:30,34.81673470000000,32.12224470000010
1276755,בית המדרש דחסידי בעלזא - אשדוד,29/6/2020,07:00 - 07:30,34.66260600000000,31.792706200000100
1276756,בית המדרש דחסידי בעלזא - אשדוד,30/6/2020,07:00 - 07:30,34.662258000000100,31.792628000000000
1276757,בית המדרש דחסידי בעלזא - אשדוד,1/7/2020,07:00 - 07:30,34.662258000000100,31.792628000000000
1276758,בית המדרש דחסידי בעלזא - אשדוד,28/6/2020,07:00 - 07:30,34.66260600000000,31.792706200000100
1276759,אושר עד לוד - לוד,1/7/2020,16:20 - 20:00,34.89045220000000,31.95398380000010
1276760,רמי לוי - סניף קסטינה - באר טוביה,28/6/2020,16:00 - 18:00,34.754410000000100,31.72825800000000
1276761,לייט האוס - תל אביב יפו,28/6/2020,23:00 - 23:30,34.77385400000000,32.09724300000010
1276762,סופר פארם - גבעתיים,1/7/2020,13:00 - 13:30,34.810149900000100,32.066594500000100
1276763,"צבי תדמור 12, חולון",1/7/2020,08:30 - 09:30,34.777206000000000,32.01379300000010
1276764,"בי""ס עציון - קרית מלאכי",30/6/2020,08:00 - 15:30,34.742186600000000,31.735459900000000
1276765,"מכללת מלט""ב - חולון",30/6/2020,08:30 - 15:00,34.79693530000000,32.00981870000000
1276766,במבו וילג' - נתניה,29/6/2020,23:00 - 01:30,34.83387940000010,32.27327950000010
1276767,במבו וילג' - נתניה,1/7/2020,23:00 - 01:30,34.83387940000010,32.27327950000010
1276768,בית כנסת אליהו הנביא - בני ברק,3/7/2020,06:00 - 11:00,34.83987070000010,32.07335390000000
1276769,"הרצל 16, תל אביב יפו",28/6/2020,23:00 - 23:30,34.77014340000010,32.06187260000010
1276770,"שבזי 58, תל אביב יפו",28/6/2020,22:00 - 23:00,34.76802390000010,32.06334920000010
1276771,"אלנבי 3, תל אביב יפו",1/7/2020,19:00 - 21:00,34.76564600000010,32.07358540000010
1276772,א.א. אורטופדיה וספורט - בת ים,1/7/2020,10:30 - 11:00,34.746908000000100,32.02715900000000
1276773,מועדון מושב בית גמליאל - בית גמליאל,28/6/2020,19:30 - 23:00,34.760772100000100,31.85745210000010
1276774,סופר כרמים - ראשון לציון,3/7/2020,11:00 - 11:30,34.779421100000000,31.974022400000000
1276775,חצי חינם - ראשון לציון,28/6/2020,12:00 - 13:00,34.77286280000000,31.986744600000100
1276776,אגאדיר - ראשון לציון - ראשון לציון,2/7/2020,20:30 - 21:30,34.77515100000010,31.991658400000100
1276777,פרופיט - קרית גת,29/6/2020,13:00 - 15:00,34.765328400000000,31.60403350000010
1276778,פרופיט - קרית גת,28/6/2020,20:00 - 22:30,34.765328400000000,31.60403350000010
1276779,מחסני השוק - דימונה,29/6/2020,13:00 - 14:00,35.020998700000100,31.059663500000100
1276780,רמי לוי - סניף רחובות - רחובות,30/6/2020,16:30 - 18:00,34.78653170000010,31.89333220000000
1276781,אושר עד לוד - לוד,30/6/2020,18:00 - 20:00,34.89045220000000,31.95398380000010
1276782,קניון לוד סנטר - לוד,29/6/2020,16:30 - 17:00,34.89169840000010,31.945441500000100
1276783,קניון איילון - רמת גן,30/6/2020,20:15 - 20:55,34.825458500000000,32.099078500000100
1276784,יש חסד - בני ברק,30/6/2020,19:15 - 19:35,34.822122800000000,32.08122990000000
1276785,על הנהר - כינרת-קבוצה,2/7/2020,23:00 - 23:30,35.56274600000010,32.71420900000000
1276786,ארטו - חיפה,1/7/2020,00:00 - 01:00,34.96523520000010,32.79129240000000
1276787,על הנהר - כינרת-קבוצה,2/7/2020,00:00 - 00:30,35.57061980000000,32.71093100000010
1276788,ארטו - חיפה,1/7/2020,23:00 - 23:30,34.96523520000010,32.79129240000000
1276789,ביג קרית אתא עידן 2000 - חיפה,29/6/2020,21:30 - 22:30,35.07296850000010,32.80990250000010
1276790,"פעמית סטור, קרית אתא - חיפה",29/6/2020,21:00 - 21:30,35.07189340000010,32.80943520000010
1276791,בית אקשטיין - גן שמואל,28/6/2020,14:00 - 14:30,34.95259790000010,32.45490630000010
1276792,כפר קאסם - כפר קאסם,28/6/2020,11:00 - 12:30,34.96438600000010,32.11409200000000
1276793,סופר-פארם מצליח - רמלה,30/6/2020,16:00 - 16:30,34.872731300000100,31.91616090000010
1276794,מגה בעיר - חולון,2/7/2020,19:30 - 20:30,34.78142640000000,32.01689700000000
1276795,מינימרקט חגולי - חולון,30/6/2020,12:00 - 13:00,34.77475540000010,32.01733740000000
1276796,קליספרה אירועים - ראשון לציון,28/6/2020,19:45 - 23:00,34.76815710000010,31.986046200000000
1276797,קניון קריית אונו - קרית אונו,29/6/2020,13:00 - 13:30,34.86360680000010,32.05561680000010
1276798,קפה זליק - קרית אונו,30/6/2020,10:00 - 13:00,34.86377930000000,32.055346100000100
1276799,קפה זליק - קרית אונו,28/6/2020,11:30 - 13:30,34.86377930000000,32.055346100000100
1276800,GOAT TLV | גואט תל אביב - תל אביב יפו,29/6/2020,22:00 - 23:30,34.771961900000100,32.062941900000100
1276801,אילקה בר - תל אביב יפו,28/6/2020,21:20 - 23:59,34.77406220000010,32.08294970000000
1276802,מלון סטאי כנרת - ,28/6/2020,08:30 - 09:30,35.64045330000010,32.83357200000010
1276803,מלון סטאי כנרת - ,28/6/2020,11:00 - 14:00,35.64045330000010,32.83357200000010
1276804,ספורטק הרצליה - הרצליה,30/6/2020,19:00 - 21:00,34.82663300000010,32.16981150000000
1276805,אביבי מטבחים - ראשון לציון,28/6/2020,19:00 - 21:30,34.76472340000000,31.988052800000000
1276806,בנק הפועלים - אשדוד,30/6/2020,11:30 - 12:00,34.656030600000100,31.791834400000000
1276807,כולי עלמא - תל אביב יפו,28/6/2020,22:30 - 23:30,34.77488550000000,32.06222020000010
1276808,"פרופ' שור 14, תל אביב יפו",3/7/2020,09:00 - 10:00,34.785722400000100,32.090025300000000
1276809,יינות וטעמים - רמת גן,3/7/2020,09:00 - 10:00,34.80202300000010,32.082696000000100
1276810,מסיבה בעיר - גבעתיים,3/7/2020,09:00 - 10:00,34.80455880000010,32.07536660000010
1276811,"שפירא 16, רמת גן",3/7/2020,08:00 - 09:30,34.80476790000010,32.08022960000010
1276812,קופת חולים כללית אילת - אילת,2/7/2020,09:00 - 09:30,34.94819380000010,29.559345200000100
1276813,ויקטורי - אופקים,29/6/2020,17:00 - 18:00,34.623063900000000,31.321079000000100
1276814,אולמי קאלה - חיפה,29/6/2020,21:00 - 23:59,35.05261000000010,32.818917000000100
1276815,"אלי כהן 11, לוד",28/6/2020,17:40 - 19:30,34.89036650000000,31.949747100000000
1276816,"שדרות דוד בן גוריון 5, אשקלון",28/6/2020,19:00 - 20:00,34.55691440000000,31.668673900000000
1276817,"העצמאות 60, אור יהודה",29/6/2020,14:00 - 17:30,34.86658950000000,32.03056400000000
1276818,"העצמאות 60, אור יהודה",2/7/2020,15:30 - 21:00,34.86658950000000,32.03056400000000
1276819,"העצמאות 60, אור יהודה",3/7/2020,10:00 - 16:00,34.86658950000000,32.03056400000000
1276820,יוחננוף - מודיעין מכבים רעות,1/7/2020,16:00 - 17:00,35.009964000000000,31.91616300000000
1276821,יוחננוף - מודיעין מכבים רעות,2/7/2020,15:00 - 16:00,35.009964000000000,31.91616300000000
1276822,"עמק האלה 80, מודיעין מכבים רעות",2/7/2020,08:00 - 08:30,35.006327200000000,31.913932600000100
1276823,כללית - כסיפה,29/6/2020,09:00 - 09:30,35.082868000000100,31.249581000000000
1276824,מחסני להב - תל אביב יפו,2/7/2020,15:00 - 16:00,34.79930110000000,32.11294260000010
1276825,קניון רמת אביב - תל אביב יפו,1/7/2020,10:00 - 12:00,34.797205000000100,32.11294000000000
1276826,קניון רמת אביב - תל אביב יפו,1/7/2020,10:00 - 12:00,34.797205000000100,32.11294000000000
1276827,"שדרות דוד בן גוריון 5, אשקלון",1/7/2020,09:00 - 19:00,34.55691440000000,31.668673900000000
1276828,"שלמה אבן גבירול 14, תל אביב יפו",30/6/2020,12:00 - 14:00,34.78199050000010,32.07293480000000
1276829,רשות המיסים - רמת גן,28/6/2020,09:30 - 10:30,34.82228980000010,32.091707400000100
1276830,תמנון - קרית אונו,29/6/2020,16:30 - 17:00,34.86375880000000,32.055169300000000
1276831,קניון קריית אונו - קרית אונו,29/6/2020,17:00 - 17:30,34.86360680000010,32.05561680000010
1276832,JIMMYWHO? Bar & Lounge - תל אביב יפו,27/6/2020,01:00 - 02:00,34.77192260000000,32.06300580000000
1276833,JIMMYWHO? Bar & Lounge - תל אביב יפו,29/6/2020,01:00 - 02:00,34.77192260000000,32.06300580000000
1276834,אילקה בר - תל אביב יפו,28/6/2020,00:00 - 03:30,34.77406220000010,32.08294970000000
1276835,אילקה בר - תל אביב יפו,29/6/2020,17:00 - 22:00,34.77406220000010,32.08294970000000
1276836,מעון אמונה קריית גת - קרית גת,2/7/2020,08:00 - 16:30,34.76525200000000,31.61030340000010
1276837,"שדרות דוד בן גוריון 5, אשקלון",28/6/2020,19:00 - 20:00,34.55691440000000,31.668673900000000
1276838,סופר מרקט קיפאח - Tayibe,29/6/2020,16:45 - 17:15,35.00571560000000,32.27568930000010
1276839,דיזנגוף סנטר קניות - תל אביב יפו,30/6/2020,16:00 - 16:30,34.77493950000010,32.07502240000010
1276840,סלקשיין - אופקים,29/6/2020,18:00 - 18:30,34.62139240000010,31.31844490000000
1276841,"שדרות הרצל 43, אופקים",29/6/2020,18:00 - 18:30,34.62165120000000,31.313582500000100
1276842,קניון פרץ סנטר - דימונה,29/6/2020,17:00 - 20:00,35.02031370000000,31.05993230000010
1276843,הרמוניה בגן - אולם אירועים - גדרה,28/6/2020,21:00 - 23:30,34.762036100000000,31.80342150000010
1276844,"שדרות דואני 20, יבנה",29/6/2020,14:30 - 15:00,34.73971380000010,31.87321410000000
1276845,זאפה הרצליה - הרצליה,29/6/2020,18:30 - 22:00,34.81068600000000,32.166957000000000
1276846,קפה גן סיפור חולון - חולון,28/6/2020,13:30 - 17:00,34.78168560000010,32.008565400000100
1276847,קסטרו מתחם G יבנה - יבנה,30/6/2020,18:30 - 19:00,34.74190650000000,31.86706970000010
1276848,Chillbox - Yavne,30/6/2020,18:00 - 18:30,34.73380380000000,31.88607030000000
1276849,יוחננוף - אירפורט סיטי - ,29/6/2020,16:00 - 17:00,34.91458740000010,31.98606140000000
1276850,אייס - סניף רמלוד - רמלה,30/6/2020,16:00 - 17:00,34.88952950000000,31.93279860000010
1276851,חסונה חומרי בניין - לוד,1/7/2020,16:00 - 16:20,34.89542770000000,31.949861200000000
1276852,"קאנטרי כפר בילו - כפר ביל""ו",30/6/2020,10:00 - 12:00,34.82593900000010,31.87314200000000
1276853,IMAGO - אימגו אירועי בוטיק - חדרה,3/7/2020,16:00 - 17:30,34.91384800000000,32.459483000000000
1276854,כללית דימונה ד' - דימונה,28/6/2020,09:00 - 10:00,35.03362400000000,31.07331810000010
1276855,אושר עד - תל אביב - תל אביב יפו,28/6/2020,17:00 - 18:00,34.79462490000000,32.06756130000010
1276856,JIMMYWHO? Bar & Lounge - תל אביב יפו,29/6/2020,00:00 - 03:00,34.77192260000000,32.06300580000000
1276857,רמי לוי בשכונה הרצליה - הרצליה,30/6/2020,19:00 - 19:30,34.84631970000000,32.16697990000010
1276858,רמי לוי שיווק השקמה - חולון,29/6/2020,10:00 - 12:00,34.797869400000000,32.02375010000000
1276859,קרוספיט העיר הלבנה - תל אביב יפו,28/6/2020,18:00 - 20:00,34.78818370000010,32.06904090000010
1276860,מעדניית יום טוב - תל אביב יפו,3/7/2020,12:30 - 14:00,34.771933700000000,32.059843500000100
1276861,בנדיקט - הרצליה,28/6/2020,21:00 - 22:00,34.80184170000010,32.172847700000000
1276862,חוף הנכים - הרצליה,28/6/2020,22:00 - 23:30,34.79794480000000,32.16810490000010
1276863,Marom Hotel Haifa מלון מרום - חיפה,2/7/2020,08:00 - 08:30,34.99899530000010,32.78873620000010
1276864,בנדיקט ביתן אהרון - ביתן אהרון,2/7/2020,10:30 - 11:30,34.867881700000100,32.36131410000010
1276865,אלומקס - מטבחי חוץ מאלומיניום - ,2/7/2020,12:00 - 15:00,35.275910200000100,32.97776970000010
1276866,סושי רום - הרצליה,1/7/2020,19:30 - 21:30,34.814838500000100,32.162855200000000
1276867,צל תמר - אשדות יעקב איחוד,3/7/2020,16:00 - 17:30,35.575531100000000,32.65865790000000
1276868,מרינדו עין גב - עין גב,28/6/2020,14:00 - 16:30,35.64203730000000,32.783948500000100
1276869,נסיס - ראשון לציון,27/6/2020,00:00 - 02:00,34.74873910000010,31.98055930000000
1276870,"גורילה בר קפה בע""מ - בת ים",27/6/2020,02:00 - 04:00,34.74658060000010,32.009871600000100
1276871,"השדרה המרכזית 16, מודיעין מכבים רעות",29/6/2020,19:30 - 23:30,34.96882910000010,31.923528300000000
1276872,"יקותיאל אדם 31, אור יהודה",4/7/2020,10:30 - 16:00,34.86400110000010,32.03135340000010
1276873,מרכז שיקום אילנית נוער ילדים ומבוגרים - פרדס חנה כרכור,4/7/2020,08:00 - 08:30,34.97459900000010,32.492776900000000
1276874,"הפלמ""ח 9, רמת גן",28/6/2020,19:00 - 20:30,34.841445400000100,32.05615500000010
1276875,"סמטת אל הים 2, אשדוד",28/6/2020,18:00 - 23:30,34.65531400000000,31.804381000000000
1276876,סווט סטאר אשדוד - אשדוד,29/6/2020,16:00 - 17:00,34.656976100000100,31.80893580000000
1276877,המשביר לצרכן - רחובות,29/6/2020,15:00 - 16:00,34.80711590000000,31.89376690000010
1276878,זיפ - רחובות,29/6/2020,14:30 - 15:00,34.80625150000000,31.893066900000100
1276879,באשר פרומז'רי - רחובות,29/6/2020,16:00 - 16:30,34.80711590000000,31.89376690000010
1276880,חוף צופי ים הרצליה - הרצליה,28/6/2020,12:00 - 15:00,34.800539800000000,32.17438880000000
1276881,GOAT TLV | גואט תל אביב - תל אביב יפו,29/6/2020,21:00 - 23:30,34.771961900000100,32.062941900000100
1276882,"רבי עקיבא 40, מודיעין עילית",29/6/2020,19:00 - 21:30,35.04548200000010,31.94152660000000
1276883,"תמנע 9, חולון",30/6/2020,09:00 - 09:30,34.79828050000000,32.02564430000010
1276884,יש חסד - בני ברק,30/6/2020,12:00 - 13:30,34.83882470000000,32.091178300000000
1276885,Gazebbo - הרצליה,3/7/2020,13:00 - 15:00,34.80241330000010,32.17953680000010
