OBJECTID,Place,תאריך,שעות שהייה,lng,lat
1277166,"שחם 30, פתח תקווה",29/6/2020,23:00 - 23:30,34.858736700000100,32.087302600000000
1277167,"רמז 15, יהוד",30/6/2020,07:00 - 14:00,34.88542290000000,32.03799420000010
1277168,סלאח דבאח - באר שבע,1/7/2020,09:00 - 10:30,34.822181200000000,31.224055500000100
1277169,אוניברסיטה - תל אביב יפו,30/6/2020,09:00 - 14:30,34.80745200000010,32.11358400000010
1277170,ויקטורי - רחובות,1/7/2020,12:30 - 14:30,34.806411800000000,31.91099870000010
1277171,ATM Aroma - Hod HaSharon,30/6/2020,15:30 - 16:10,34.89224790000000,32.14346480000010
1277172,בירגארדן הוד השרון Beer Garden - Hod Hasharon,30/6/2020,23:00 - 23:30,34.90125340000000,32.13324270000000
1277173,בורגר קינג - הוד השרון,29/6/2020,15:20 - 16:10,34.89164100000010,32.14342990000010
1277174,לנדוור - רמת השרון,1/7/2020,10:20 - 12:15,34.839760400000000,32.14919910000000
1277175,חוף געש - געש,1/7/2020,13:50 - 18:15,34.82050950000010,32.23085620000010
1277176,תיכון הדרים - הוד השרון,28/6/2020,16:30 - 22:30,34.89223400000000,32.144318000000100
1277177,נונו - הוד השרון,28/6/2020,15:15 - 16:15,34.894134000000100,32.14464700000010
1277178,"יגאל אלון 53, תל אביב יפו",29/6/2020,10:00 - 11:00,34.79178570000010,32.06218540000000
1277179,בית ספר תיכון בית חינוך/הריטב''א - מודיעין עילית,29/6/2020,09:30 - 11:30,35.04980900000000,31.92923200000010
1277180,מקס 20 - מקס סטוק - בני ברק,29/6/2020,19:00 - 20:00,34.825897300000100,32.08997920000010
1277181,חמי טבריה - טבריה,29/6/2020,11:00 - 12:30,35.54848100000000,32.768661000000100
1277182,JAJA - ג׳הג׳ה - ראשון לציון,3/7/2020,23:45 - 23:59,34.79536680000010,31.96443620000010
1277183,JAJA - ג׳הג׳ה - ראשון לציון,3/7/2020,00:00 - 00:15,34.79536680000010,31.96443620000010
1277184,"בועז ספורט סנטר בע""מ - פתח תקווה",28/6/2020,21:00 - 23:00,34.882282400000100,32.07244570000010
1277185,VIVINO - ויוינו פתח תקווה - פתח תקווה,28/6/2020,10:00 - 15:00,34.860227300000100,32.09015340000010
1277186,המכון לשמיעה שפה ודיבור - רמת גן,2/7/2020,08:00 - 11:00,34.84483670000000,32.04942300000010
1277187,המרכז הרפואי שיבא תל השומר - המכון להתפתחות הילד - רמת גן,1/7/2020,08:30 - 12:00,34.84195710000010,32.04823180000010
1277188,סופר-פארם הרצל ראשון לציון - ראשון לציון,1/7/2020,17:00 - 23:00,34.80257240000000,31.966276700000000
1277189,"בי""ס גורדון - בת ים",29/6/2020,08:00 - 12:00,34.745516200000100,32.03108530000000
1277190,"יהושע רבינוביץ 58, חולון",29/6/2020,20:00 - 21:30,34.773930000000100,31.997028000000100
1277191,"בי""ס גורדון - בת ים",28/6/2020,08:00 - 12:00,34.745516200000100,32.03108530000000
1277192,ישיבת חברון כנסת ישראל - ירושלים,2/7/2020,12:00 - 19:00,35.19593690000010,31.765268900000000
1277193,ישיבת חברון כנסת ישראל - ירושלים,29/6/2020,12:00 - 19:00,35.19593690000010,31.765268900000000
1277194,לה מאנו בר - רעננה,27/6/2020,00:00 - 04:00,34.88166800000010,32.19201470000010
1277195,East-TLV - תל אביב יפו,27/6/2020,00:00 - 01:00,34.79496300000010,32.06633900000000
1277196,שרונית - גן אירועים בטבע - משמר השרון,1/7/2020,20:30 - 23:30,34.906372100000100,32.35645160000010
1277197,סטנדאפ פקטורי - תל אביב יפו,29/6/2020,22:00 - 23:30,34.77265550000000,32.05076980000010
1277198,לחם האופים - נתניה,1/7/2020,22:00 - 01:00,34.87786360000010,32.307537800000000
1277199,הולמס פלייס - נתניה,2/7/2020,20:00 - 21:00,34.86148160000010,32.32541480000000
1277200,הולמס פלייס - נתניה,2/7/2020,18:30 - 20:00,34.86148160000010,32.32541480000000
1277201,שופרסל דיל - קרית אתא,2/7/2020,15:00 - 16:30,35.07750000000000,32.80694440000010
1277202,מקדונלדס קרית חיים - חיפה,4/7/2020,16:00 - 16:30,35.075819600000000,32.81815330000010
1277203,"שדרות רוטשילד 140, תל אביב יפו",1/7/2020,19:30 - 20:30,34.77939310000010,32.07157810000010
1277204,"שדרות רוטשילד 140, תל אביב יפו",4/7/2020,11:30 - 12:30,34.77939310000010,32.07157810000010
1277205,Be - תל אביב יפו,1/7/2020,13:00 - 14:00,34.78246920000000,32.069461500000000
1277206,"שדרות רוטשילד 140, תל אביב יפו",30/6/2020,17:00 - 18:00,34.77939310000010,32.07157810000010
1277207,עולם השקל - אופקים,28/6/2020,19:30 - 20:30,34.62282400000000,31.311337000000000
1277208,"יוחננוף - כפר ביל""ו",3/7/2020,12:00 - 13:00,34.82164110000010,31.870137500000100
1277209,מחסני חשמל - סניף קריית עקרון - קרית עקרון,3/7/2020,13:00 - 13:30,34.82069730000010,31.86946050000010
1277210,פטרה - תל אביב יפו,30/6/2020,23:00 - 01:30,34.76017100000010,32.05708580000000
1277211,חוף הצוק הדרומי - תל אביב יפו,1/7/2020,12:00 - 16:00,34.78983670000000,32.14003820000010
1277212,"הפלמ""ח 4, רעננה",30/6/2020,18:00 - 20:30,34.87601530000010,32.190593800000000
1277213,שופרסל דיל אקסטרה - נתניה,3/7/2020,12:00 - 13:00,34.85975870000000,32.28414860000000
1277214,סושי רום - הרצליה,29/6/2020,20:30 - 23:00,34.814838500000100,32.162855200000000
1277215,לאונרדו סיטי טאואר - רמת גן,29/6/2020,21:00 - 23:30,34.79929710000010,32.08422920000000
1277216,עופר הקניון הגדול פתח תקווה - פתח תקווה,2/7/2020,11:00 - 12:00,34.86534810000010,32.09329810000000
1277217,יש חסד - בני ברק,2/7/2020,18:00 - 19:30,34.83888060000000,32.09083890000010
1277218,אוהל אדמור''י ויז׳ניץ - רמת גן,2/7/2020,17:00 - 18:00,34.83464950000010,32.07213170000010
1277219,לארה אירועים - כנות,3/7/2020,12:30 - 13:30,34.76013800000000,31.797450000000000
1277220,"ה' באייר 28, תל אביב יפו",30/6/2020,12:30 - 14:00,34.790670900000100,32.085677600000100
1277221,"עירוני ד' ע""ש פרופ' אהרון קציר - תל אביב יפו",2/7/2020,14:00 - 17:00,34.79079370000010,32.092791600000100
1277222,"כצנלסון 122, גבעתיים",29/6/2020,16:00 - 16:30,34.81550930000000,32.07661880000010
1277223,"כצנלסון 154, גבעתיים",29/6/2020,17:00 - 17:30,34.81796140000010,32.07525410000010
1277224,"כצנלסון 122, גבעתיים",3/7/2020,09:30 - 11:00,34.81550930000000,32.07661880000010
1277225,לחם ושות' - תל אביב יפו,30/6/2020,11:00 - 13:00,34.77246510000000,32.084723600000100
1277226,דרמה בר - תל אביב יפו,30/6/2020,00:00 - 01:00,34.77146730000000,32.06358760000010
1277227,מגרש כדורגל חולון - חולון,2/7/2020,08:00 - 11:00,34.76819020000010,32.03523450000010
1277228,סורנטו - ראשון לציון,28/6/2020,20:30 - 23:30,34.809948700000100,31.973877900000000
1277229,יוחננוף נתניה - נתניה,2/7/2020,10:00 - 12:00,34.86640610000010,32.28686110000010
1277230,"דיזנגוף 197, תל אביב יפו",1/7/2020,08:00 - 08:30,34.774893700000100,32.08705180000000
1277231,צרכניית אחיעזר גור - קרית גת,2/7/2020,16:30 - 17:30,34.75519970000010,31.612931400000000
1277232,קינג ג'ורג' חולון - חולון,2/7/2020,17:00 - 18:30,34.799821000000100,32.007993200000000
1277233,שופרסל דיל - צפת,29/6/2020,11:00 - 22:30,35.49798230000010,32.95766690000010
1277234,שלוותה - תל אביב יפו,30/6/2020,00:00 - 02:00,34.77519490000000,32.101138900000000
1277235,Wom Allenby | Pod Hotel Tel Aviv by Brown Hotels - תל אביב יפו,2/7/2020,08:00 - 15:00,34.76788750000000,32.07304820000010
1277236,Wom Allenby | Pod Hotel Tel Aviv by Brown Hotels - תל אביב יפו,3/7/2020,08:00 - 15:00,34.76788750000000,32.07304820000010
1277237,ישיבת חברון כנסת ישראל - ירושלים,1/7/2020,16:00 - 20:00,35.19593690000010,31.765268900000000
1277238,ישיבת חברון כנסת ישראל - ירושלים,28/6/2020,16:00 - 20:00,35.19593690000010,31.765268900000000
1277239,ישיבת חברון כנסת ישראל - ירושלים,30/6/2020,16:00 - 20:00,35.19593690000010,31.765268900000000
1277240,קניון עיר ימים - נתניה,28/6/2020,17:00 - 20:00,34.847047400000100,32.27914260000010
1277241,גלי השרון - כפר סבא,30/6/2020,14:00 - 20:00,34.89192450000010,32.17777140000000
1277242,רמי לוי - סניף בני ברק - רמת גן,2/7/2020,19:30 - 21:00,34.82986230000010,32.10180830000010
1277243,לחמנינה - תל אביב יפו,2/7/2020,16:00 - 17:00,34.77967600000010,32.071591700000100
1277244,יוחננוף - נס ציונה,6/7/2020,09:00 - 09:30,34.797812400000100,31.93072680000010
1277245,שניצל קומפני רעננה - רעננה,28/6/2020,13:00 - 13:30,34.882214400000100,32.19784400000000
1277246,יענקל'ה קפה - הרצליה,30/6/2020,21:00 - 22:00,34.80496020000000,32.17984770000000
1277247,אולמי נסיה - קרית אתא,1/7/2020,18:00 - 23:30,35.10476700000000,32.80876100000010
1277248,לאונרדו קלאב טבריה - טבריה,2/7/2020,16:00 - 22:00,35.54138370000000,32.786440500000000
1277249,"הרצל 75, רמת גן",28/6/2020,15:30 - 16:00,34.81475400000010,32.08717800000010
1277250,אושר עד ראשון לציון - ראשון לציון,30/6/2020,07:00 - 11:00,34.76106980000000,31.99084890000010
1277251,"כצנלסון 123, גבעתיים",3/7/2020,11:30 - 13:30,34.81532680000000,32.07706940000000
1277252,פרופיט - קרית גת,28/6/2020,20:00 - 21:00,34.765328400000000,31.60403350000010
1277253,פרופיט - קרית גת,29/6/2020,18:00 - 19:00,34.765328400000000,31.60403350000010
1277254,קניון קריית אונו - קרית אונו,2/7/2020,18:00 - 20:00,34.86360680000010,32.05561680000010
1277255,מסעדת מנואלה - זכרון יעקב,1/7/2020,21:00 - 23:00,34.95386670000010,32.57355090000000
1277256,מרפאת כללית שועלי - רעננה,30/6/2020,18:30 - 19:00,34.875479100000100,32.18205080000010
1277257,קניון רננים - רעננה,1/7/2020,18:00 - 18:30,34.87809660000010,32.197447200000100
1277258,מרכז קהילה נאות שיקמה - ראשון לציון,28/6/2020,16:30 - 17:30,34.76500000000000,31.977500000000100
1277259,אופנת אורן - קרית מלאכי,30/6/2020,18:00 - 18:30,34.74794030000000,31.728267300000000
1277260,"מגן האלף 5, ירושלים",28/6/2020,09:00 - 14:00,35.22269330000010,31.79483700000000
1277261,"מגן האלף 5, ירושלים",1/7/2020,09:00 - 14:00,35.22269330000010,31.79483700000000
1277262,אושר עד - פתח תקווה,29/6/2020,17:00 - 18:00,34.89239410000010,32.105837000000100
1277263,"העמל 49, אשדוד",3/7/2020,10:00 - 10:30,34.66684760000000,31.808710000000100
1277264,רדינג3 - תל אביב יפו,29/6/2020,22:00 - 23:30,34.77604080000000,32.10182480000000
1277265,ונישן ישראל - אולם וגן אירועים בפתח תקווה - פתח תקווה,2/7/2020,19:00 - 22:00,34.89647000000010,32.10704800000010
1277266,אולמי אמביינטה - רמלה,28/6/2020,20:00 - 23:59,34.87946180000010,31.931186100000000
1277267,צומת-בילו/כביש 40 - רחובות,30/6/2020,20:00 - 23:30,34.81860400000010,31.87014800000000
1277268,קניון עזריאלי רמלה - רמלה,28/6/2020,12:00 - 13:00,34.86396290000010,31.925754900000100
1277269,רנואר - תל אביב יפו,2/7/2020,08:00 - 17:00,34.77539480000010,32.07534620000010
1277270,רנואר - תל אביב יפו,3/7/2020,08:00 - 16:30,34.77539480000010,32.07534620000010
1277271,רנואר - תל אביב יפו,28/6/2020,15:00 - 23:00,34.77539480000010,32.07534620000010
1277272,רנואר - תל אביב יפו,29/6/2020,08:00 - 17:00,34.77539480000010,32.07534620000010
1277273,רנואר - תל אביב יפו,30/6/2020,15:00 - 23:00,34.77539480000010,32.07534620000010
1277274,רנואר - תל אביב יפו,1/7/2020,08:00 - 17:00,34.77539480000010,32.07534620000010
1277275,אולמי רויאל - בני ברק,1/7/2020,19:00 - 22:00,34.83878100000000,32.07882090000000
1277276,אלינור החלקות שיער - רחובות,30/6/2020,10:00 - 17:00,34.80507700000000,31.895902000000000
1277277,"משה לוי 8, ראשון לציון",30/6/2020,11:00 - 12:30,34.77258090000000,31.98634860000000
1277278,אוניברסיטת תל-אביב - תל אביב יפו,28/6/2020,09:00 - 17:00,34.80438770000010,32.113314100000000
1277279,"מלון קרלטון ת""א - תל אביב יפו",1/7/2020,12:00 - 18:00,34.77143870000000,32.08800130000000
1277280,"בן יהודה 23, תל אביב יפו",2/7/2020,17:00 - 18:00,34.76796870000000,32.07626710000010
1277281,"בן יהודה 177, תל אביב יפו",3/7/2020,09:00 - 12:00,34.77389610000010,32.09010840000010
1277282,"בן יהודה 177, תל אביב יפו",1/7/2020,08:00 - 11:00,34.77389610000010,32.09010840000010
1277283,"בן יהודה 177, תל אביב יפו",2/7/2020,12:00 - 16:00,34.77389610000010,32.09010840000010
1277284,"בן יהודה 177, תל אביב יפו",2/7/2020,18:00 - 19:00,34.77389610000010,32.09010840000010
1277285,כיכר רבין/מלכי ישראל - תל אביב יפו,28/6/2020,20:30 - 22:00,34.78065900000010,32.079601000000000
1277286,פורט סעיד - תל אביב יפו,1/7/2020,01:30 - 02:30,34.77224220000010,32.06473470000000
1277287,הבוסתן - Secret Garden - תל אביב יפו,27/6/2020,00:00 - 01:30,34.76155890000010,32.05821140000010
1277288,"שחם 36, פתח תקווה",1/7/2020,21:00 - 22:30,34.85841780000000,32.08576540000010
1277289,ג’פניקה - באר שבע,1/7/2020,12:00 - 13:00,34.77045100000000,31.250440000000000
1277290,קניון קריית אונו - קרית אונו,1/7/2020,15:00 - 16:30,34.86360680000010,32.05561680000010
1277291,שופרסל דיל - ראשון לציון,2/7/2020,11:30 - 12:00,34.78527070000010,31.96755200000010
1277292,קפה ליון- אור יהודה - אור יהודה,1/7/2020,13:00 - 14:30,34.87016930000000,32.02488570000000
1277293,"מועדון כושר לזוז ראשל""צ מזרח - ראשון לציון",28/6/2020,10:30 - 12:00,34.813166000000000,31.97509640000000
1277294,מחסני השוק - להבים,1/7/2020,18:30 - 20:00,34.80928450000010,31.373393100000000
1277295,"סופר-פארם יכין סנטר פ""ת - פתח תקווה",29/6/2020,13:00 - 14:00,34.86042050000000,32.087324100000000
1277296,קפה לנדוור גני תקווה - גני תקווה,3/7/2020,09:00 - 10:30,34.87997740000000,32.05897260000010
1277297,קפה בעלמא - פתח תקווה,29/6/2020,14:00 - 15:00,34.86029060000000,32.08841120000010
1277298,סיטונאות אפרים ובניו - בני ברק,3/7/2020,12:00 - 12:30,34.82520400000000,32.090882900000100
1277299,ארקפה - רעננה,3/7/2020,13:30 - 15:30,34.85440820000010,32.18538660000010
1277300,כללית התמר - אילת,29/6/2020,11:00 - 11:30,34.95433520000010,29.557047900000000
1277301,המרכז הרפואי יוספטל - אילת,29/6/2020,12:00 - 13:00,34.94035390000010,29.554470800000000
1277302,סופר פארם (מלכת שבא) אילת - אילת,28/6/2020,14:00 - 14:30,34.96252690000010,29.54962850000000
1277303,חשמונאים הקאנטרי הקהילתי של לב תל-אביב - תל אביב יפו,30/6/2020,18:00 - 19:30,34.785523100000000,32.06915680000000
1277304,Golf & Co. - אשדוד,30/6/2020,10:11 - 10:50,34.65531640000010,31.810824300000000
1277305,יוחננוף - גן יבנה,5/7/2020,10:34 - 11:23,34.704610900000000,31.795209400000000
1277306,יינות ביתן - תל אביב יפו,2/7/2020,17:00 - 18:00,34.79798740000010,32.07404520000010
1277307,סופר-פארם מגדלי תל אביב - תל אביב יפו,2/7/2020,18:00 - 19:00,34.798024300000100,32.073988400000100
1277308,אהבתיה אירועים - קרית מלאכי,29/6/2020,17:30 - 18:30,34.75378980000010,31.73234240000010
1277309,ויקטורי גן יבנה - גן יבנה,29/6/2020,09:00 - 09:30,34.70408310000010,31.77511080000010
1277310,מחסני להב אשדוד - אשדוד,30/6/2020,09:00 - 09:30,34.630803600000000,31.766591000000100
1277311,"האורגים 11, אשדוד",3/7/2020,12:00 - 12:30,34.66050500000010,31.81116300000010
1277312,"בית יעקב, גני הדר - פתח תקווה",30/6/2020,08:00 - 13:00,34.91277100000010,32.070019900000000
1277313,בית ספר בית יעקב - פתח תקווה,29/6/2020,08:00 - 13:00,34.91305710000010,32.06979570000000
1277314,מלון רויאל פלאזה - טבריה,3/7/2020,00:30 - 15:00,35.55299700000010,32.763540000000000
1277315,"דרך העצמאות 16, יהוד",2/7/2020,20:00 - 23:30,34.88604970000010,32.02791380000010
1277316,ג'ויה הרצליה - הרצליה,2/7/2020,20:00 - 21:30,34.808865000000000,32.15873000000010
1277317,עבדאללה גריל בשרים - אור יהודה,29/6/2020,18:00 - 23:30,34.85043540000000,32.03456380000010
1277318,סושי רום - הרצליה,2/7/2020,14:00 - 15:30,34.814838500000100,32.162855200000000
1277319,"בלפור 14, אשדוד",30/6/2020,14:00 - 15:30,34.65035750000000,31.797749400000000
1277320,"יצחק נפחא 25, באר שבע",29/6/2020,18:30 - 19:30,34.81205350000010,31.24612590000000
1277321,"וורקר סניף באר שבע - בגדי עבודה, נעלי עבודה ומוצרי בטיחות - באר שבע",28/6/2020,08:00 - 15:30,34.80937340000000,31.226263800000000
1277322,"וורקר סניף באר שבע - בגדי עבודה, נעלי עבודה ומוצרי בטיחות - באר שבע",29/6/2020,08:00 - 15:30,34.80937340000000,31.226263800000000
1277323,אושר עד לוד - לוד,1/7/2020,22:00 - 23:59,34.89045220000000,31.95398380000010
1277324,"קופ""ח כללית - כוכב יאיר צור יגאל",30/6/2020,07:00 - 07:30,34.98158900000000,32.21903450000010
1277325,לינקולן ביליארד בר - רעננה,1/7/2020,00:40 - 02:00,34.87909200000010,32.19728710000000
1277326,פלאפל כדורי המקורי - הוד השרון,1/7/2020,21:30 - 22:00,34.89430760000010,32.15672930000010
1277327,לה מאנו בר - רעננה,27/6/2020,00:00 - 02:00,34.88166800000010,32.19201470000010
1277328,אגאדיר - הרצליה - הרצליה,29/6/2020,01:00 - 01:40,34.80771200000000,32.16057900000000
1277329,קפה דובנוב 8 - תל אביב יפו,28/6/2020,16:00 - 18:00,34.78380110000010,32.07453890000010
1277330,"המלך ג'ורג' 19, תל אביב יפו",1/7/2020,16:30 - 18:30,34.772093400000100,32.071063200000000
1277331,מחסני השוק - דימונה,29/6/2020,17:00 - 17:30,35.020998700000100,31.059663500000100
1277332,מקס סטוק - באר שבע,28/6/2020,18:00 - 18:30,34.813549300000000,31.24365070000010
1277333,פסטה בסטה - רמת גן,1/7/2020,20:30 - 22:00,34.826575400000000,32.10118660000010
1277334,לנדוור - רמת השרון,29/6/2020,11:00 - 12:00,34.839760400000000,32.14919910000000
1277335,סופרמרקט ברקת - תל אביב יפו,1/7/2020,10:00 - 11:00,34.777756700000100,32.04778210000010
1277336,"חיים ויטאל 2, תל אביב יפו",2/7/2020,21:00 - 22:30,34.76781190000000,32.05665750000000
1277337,אושר עד לוד - לוד,30/6/2020,22:00 - 23:00,34.89045220000000,31.95398380000010
1277338,אושר עד לוד - לוד,30/6/2020,22:00 - 23:00,34.89045220000000,31.95398380000010
1277339,בית כנסת שערי ציון - אזור,27/6/2020,06:30 - 07:00,34.80539760000010,32.022117500000000
1277340,בית כנסת עץ חיים - אזור,28/6/2020,17:30 - 18:30,34.80962900000000,32.020321000000000
1277341,בית כנסת שערי ציון - אזור,28/6/2020,06:30 - 07:00,34.80539760000010,32.022117500000000
1277342,בית כנסת עץ חיים - אזור,29/6/2020,17:30 - 18:30,34.80962900000000,32.020321000000000
1277343,"בית יעקב, גני הדר - פתח תקווה",29/6/2020,08:00 - 13:00,34.91277100000010,32.070019900000000
1277344,"בית יעקב, גני הדר - פתח תקווה",30/6/2020,13:00 - 15:30,34.91277100000010,32.070019900000000
1277345,"בית יעקב, גני הדר - פתח תקווה",2/7/2020,16:00 - 18:00,34.91277100000010,32.070019900000000
1277346,"בית יעקב, גני הדר - פתח תקווה",1/7/2020,08:00 - 13:00,34.91277100000010,32.070019900000000
1277347,הגן בשפיים - שפיים,29/6/2020,20:00 - 23:00,34.82058510000010,32.216000500000100
1277348,ים 7 - הרצליה,4/7/2020,14:00 - 16:00,34.79905820000010,32.16712430000010
1277349,עבדאללה גריל בשרים - אור יהודה,28/6/2020,11:00 - 17:00,34.85043540000000,32.03456380000010
1277350,עבדאללה גריל בשרים - אור יהודה,30/6/2020,17:00 - 23:30,34.85043540000000,32.03456380000010
1277351,עבדאללה גריל בשרים - אור יהודה,2/7/2020,17:30 - 23:30,34.85043540000000,32.03456380000010
1277352,"בן יהודה 177, תל אביב יפו",28/6/2020,12:00 - 13:30,34.77389610000010,32.09010840000010
1277353,"בן יהודה 177, תל אביב יפו",2/7/2020,11:30 - 12:30,34.77389610000010,32.09010840000010
1277354,"בן יהודה 177, תל אביב יפו",30/6/2020,13:00 - 14:00,34.77389610000010,32.09010840000010
1277355,ספוטניק בר - תל אביב יפו,29/6/2020,22:00 - 23:30,34.77314240000000,32.06284130000010
1277356,בית כנסת בית אהרון - Bnei Brak,28/6/2020,21:30 - 22:30,34.83460420000010,32.088382300000000
1277357,"דרך העצמאות 16, יהוד",2/7/2020,20:00 - 23:30,34.88604970000010,32.02791380000010
1277358,בושאייף - זיתן,28/6/2020,18:00 - 19:00,34.89273940000000,31.97630900000010
1277359,"ז'בוטינסקי 16, ראשון לציון",1/7/2020,08:00 - 09:30,34.800662000000000,31.961507200000000
1277360,סטודיו סי - הרצליה,28/6/2020,17:30 - 18:30,34.83140520000010,32.17064670000010
1277361,יש בשכונה - פתח תקווה,28/6/2020,11:00 - 12:00,34.88215780000010,32.08653220000010
1277362,סופר פארם רוטשילד פתח תקווה - פתח תקווה,1/7/2020,11:00 - 11:30,34.88115190000010,32.08769860000010
1277363,"רבי פנחס בן יאיר 35, אלעד",29/6/2020,17:00 - 18:00,34.95996130000000,32.05128670000010
1277364,"סעדיה גאון 33, קרית אונו",2/7/2020,13:00 - 14:30,34.86631950000000,32.063519900000100
1277365,חצר השוק - כפר סבא,3/7/2020,10:30 - 12:00,34.91050100000010,32.175334400000100
1277366,"מרכז קהילתי אלעד - מתנ""ס - אלעד",30/6/2020,20:00 - 20:30,34.96473090000010,32.04962070000010
1277367,יפה נוף פלדהיים - אלעד,30/6/2020,19:30 - 22:00,34.960412500000100,32.05266650000000
1277368,ספרייה ציבורית אלעד - אלעד,1/7/2020,10:30 - 11:30,34.94768940000010,32.05029110000000
1277369,רומנו - תל אביב יפו,2/7/2020,22:30 - 23:00,34.76919780000000,32.06071360000000
1277370,"דובנוב 8, פתח תקווה",29/6/2020,11:00 - 18:00,34.876869200000000,32.08942030000000
1277371,"דובנוב 8, פתח תקווה",30/6/2020,11:00 - 18:00,34.876869200000000,32.08942030000000
1277372,"דובנוב 8, פתח תקווה",1/7/2020,11:00 - 18:00,34.876869200000000,32.08942030000000
1277373,"דובנוב 8, פתח תקווה",2/7/2020,11:00 - 13:00,34.876869200000000,32.08942030000000
1277374,ויקטורי - בית שאן,1/7/2020,08:00 - 08:15,35.494327500000100,32.49705170000000
1277375,חומוס אליהו טירת הכרמל - טירת כרמל,1/7/2020,12:00 - 13:00,34.96762320000010,32.769217800000000
1277376,"אלביט מערכות בע""מ - חיפה",2/7/2020,08:00 - 17:00,34.961767800000100,32.788320800000100
1277377,בית ספר בראשית - בנימינה גבעת עדה,30/6/2020,18:00 - 20:00,34.93845920000010,32.52316310000000
1277378,אולמי אירועים ברון - קרית שמונה,29/6/2020,20:00 - 23:30,35.57737330000000,33.19804140000010
1277379,סופר-פארם מרום סנטר - רמת גן,28/6/2020,11:30 - 12:00,34.82815580000010,32.07186260000000
1277380,מול החוף וילג' - חדרה,1/7/2020,17:00 - 18:00,34.895061300000100,32.44172430000000
1277381,ויקטורי - חדרה,30/6/2020,17:00 - 18:00,34.93320920000010,32.427324000000100
1277382,עזריאלי אאוטלט אור יהודה - אור יהודה,30/6/2020,14:00 - 14:20,34.85807620000000,32.02549200000000
1277383,עזריאלי אאוטלט אור יהודה - אור יהודה,30/6/2020,14:20 - 14:40,34.85807620000000,32.02549200000000
1277384,"מפקורה 2, אשדוד",3/7/2020,14:00 - 15:00,34.63336020000000,31.798649500000100
1277385,מכולת שכונה מזרחית - נצרת,4/7/2020,12:00 - 12:30,35.276274700000000,32.695487300000000
1277386,שלוותה - תל אביב יפו,27/6/2020,00:00 - 04:00,34.77519490000000,32.101138900000000
1277387,עופר גרנד קניון - באר שבע,29/6/2020,17:30 - 18:30,34.77173360000010,31.25037050000000
1277388,במבו וילג' - נתניה,28/6/2020,11:00 - 15:00,34.83387940000010,32.27327950000010
1277389,במבו וילג' - נתניה,30/6/2020,13:00 - 20:00,34.83387940000010,32.27327950000010
1277390,שופרסל דיל אקסטרה - נתניה,1/7/2020,09:30 - 11:00,34.85975870000000,32.28414860000000
1277391,אלגריה - קרית עקרון,28/6/2020,20:30 - 23:00,34.809579900000100,31.86066950000000
1277392,לאונרדו סיטי טאואר - רמת גן,29/6/2020,21:30 - 23:00,34.79929710000010,32.08422920000000
1277393,"בי""ס בגין - נתניה",30/6/2020,12:00 - 15:45,34.843240800000000,32.273488600000100
1277394,מחסני השוק - נתניה,29/6/2020,17:00 - 19:00,34.85360360000000,32.28336290000000
1277395,במבו וילג' - נתניה,1/7/2020,19:00 - 00:00,34.83387940000010,32.27327950000010
1277396,קמפינג דג על הדן - בית הלל,3/7/2020,16:00 - 14:00,35.61230690000010,33.22339260000010
1277397,קייקי כפר בלום - קיאקים בצפון - כפר בלום,4/7/2020,14:00 - 17:00,35.61426720000000,33.176154300000100
1277398,BBB ראש פינה - ראש פינה,4/7/2020,18:00 - 22:00,35.55058070000010,32.969619900000100
1277399,מלון ריביירה קלאב אילת - אילת,28/6/2020,17:30 - 23:30,34.962580700000000,29.552660400000000
1277400,מלון ריביירה קלאב אילת - אילת,28/6/2020,00:00 - 23:30,34.962580700000000,29.552660400000000
1277401,מלון ריביירה קלאב אילת - אילת,29/6/2020,00:00 - 23:30,34.962580700000000,29.552660400000000
1277402,מלון ריביירה קלאב אילת - אילת,30/6/2020,00:00 - 23:30,34.962580700000000,29.552660400000000
1277403,מלון ריביירה קלאב אילת - אילת,2/7/2020,08:00 - 11:30,34.962580700000000,29.552660400000000
1277404,JIMMYWHO? Bar & Lounge - תל אביב יפו,29/6/2020,02:00 - 03:00,34.77192260000000,32.06300580000000
1277405,Speakeasy - תל אביב יפו,29/6/2020,22:00 - 23:30,34.771961900000100,32.062941900000100
1277406,הפינה של אדם - קדימה צורן,29/6/2020,12:30 - 14:30,34.91080610000010,32.27330560000010
1277407,"בי""ס בגין - נתניה",28/6/2020,17:00 - 20:00,34.843240800000000,32.273488600000100
1277408,קפה קפה מרום נווה - רמת גן,1/7/2020,13:00 - 14:00,34.829214500000000,32.071768200000100
1277409,נחום בשרים - בני ברק,29/6/2020,20:00 - 21:00,34.83776290000000,32.092587700000000
1277410,קניון G - כפר סבא,30/6/2020,21:30 - 22:00,34.92624260000010,32.17113090000000
1277411,רויאל ביץ' אילת - אילת,28/6/2020,15:30 - 23:30,34.96314160000000,29.549386000000000
1277412,ביג אאוטלט אילת - אילת,28/6/2020,12:00 - 15:00,34.95967480000010,29.566453900000100
1277413,אייסמול אילת - ICE MALL EILAT - אילת,29/6/2020,11:00 - 13:00,34.965603000000000,29.55410900000000
1277414,קניון מול הים - אילת,1/7/2020,11:00 - 14:00,34.95391580000010,29.54978760000010
1277415,BIG ביג אילת - אילת,2/7/2020,13:00 - 16:00,34.96005040000010,29.565439300000000
