province_country,id,value,color
"Washington, Georgia, US",84013303,0.65,orange
"Wayne, Georgia, US",84013305,0.16666666666666669,yellow
"Webster, Georgia, US",84013307,0.18181818181818182,yellow
"Wheeler, Georgia, US",84013309,0.6666666666666667,orange
"White, Georgia, US",84013311,0.044444444444444446,green
"Whitfield, Georgia, US",84013313,0.5902777777777778,orange
"Wilcox, Georgia, US",84013315,0.042105263157894736,green
"Wilkes, Georgia, US",84013317,0.1935483870967742,yellow
"Wilkinson, Georgia, US",84013319,0.393939393939394,yellow
"Worth, Georgia, US",84013321,0.26241134751773054,yellow
"Hawaii, Hawaii, US",84015001,0.08333333333333333,green
"Honolulu, Hawaii, US",84015003,0.03496503496503497,green
"Kauai, Hawaii, US",84015007,0.0,green
"Maui, Hawaii, US",84015009,0.0,green
"Ada, Idaho, US",84016001,0.13832853025936598,yellow
"Adams, Idaho, US",84016003,0.0,green
"Bannock, Idaho, US",84016005,1.0,red
"Bingham, Idaho, US",84016011,1.0,red
"Blaine, Idaho, US",84016013,0.019746121297602254,green
"Bonner, Idaho, US",84016017,0.0,green
"Bonneville, Idaho, US",84016019,0.16666666666666666,yellow
"Boundary, Idaho, US",84016021,0.0,green
"Camas, Idaho, US",84016025,0.0,green
"Canyon, Idaho, US",84016027,0.0546448087431694,green
"Caribou, Idaho, US",84016029,0.0,green
"Cassia, Idaho, US",84016031,0.75,orange
"Custer, Idaho, US",84016037,0.0,green
"Elmore, Idaho, US",84016039,0.0,green
"Fremont, Idaho, US",84016043,0.0,green
"Gem, Idaho, US",84016045,0.0,green
"Gooding, Idaho, US",84016047,0.95,red
"Idaho, Idaho, US",84016049,0.0,green
"Jefferson, Idaho, US",84016051,0.6666666666666667,orange
"Jerome, Idaho, US",84016053,0.9166666666666666,red
"Kootenai, Idaho, US",84016055,0.09374999999999999,green
"Latah, Idaho, US",84016057,0.4,orange
"Lemhi, Idaho, US",84016059,0.0,green
"Lewis, Idaho, US",84016061,0.0,green
"Lincoln, Idaho, US",84016063,0.0,green
"Madison, Idaho, US",84016065,0.3333333333333333,yellow
"Minidoka, Idaho, US",84016067,0.5714285714285715,orange
"Nez Perce, Idaho, US",84016069,0.026315789473684213,green
"Owyhee, Idaho, US",84016073,0.0,green
"Payette, Idaho, US",84016075,0.7142857142857143,orange
"Power, Idaho, US",84016077,0.5,orange
"Teton, Idaho, US",84016081,0.125,yellow
"Twin Falls, Idaho, US",84016083,0.8192090395480226,red
"Valley, Idaho, US",84016085,0.0,green
"Washington, Idaho, US",84016087,1.0,red
"Adams, Illinois, US",84017001,0.03921568627450981,green
"Alexander, Illinois, US",84017003,0.37499999999999994,yellow
"Bond, Illinois, US",84017005,1.0,red
"Boone, Illinois, US",84017007,0.9652509652509653,red
"Brown, Illinois, US",84017009,0.25,yellow
"Bureau, Illinois, US",84017011,0.5,orange
"Calhoun, Illinois, US",84017013,0.0,green
"Carroll, Illinois, US",84017015,0.8749999999999999,red
"Cass, Illinois, US",84017017,0.3076923076923077,yellow
"Champaign, Illinois, US",84017019,1.0,red
"Christian, Illinois, US",84017021,0.13953488372093023,yellow
"Clark, Illinois, US",84017023,0.37499999999999994,yellow
"Clay, Illinois, US",84017025,0.5,orange
"Clinton, Illinois, US",84017027,0.624,orange
"Coles, Illinois, US",84017029,0.9840000000000001,red
"Cook, Illinois, US",84017031,0.7460468717429499,orange
"Crawford, Illinois, US",84017033,0.16666666666666669,yellow
"Cumberland, Illinois, US",84017035,1.0,red
"DeKalb, Illinois, US",84017037,0.9264705882352942,red
"De Witt, Illinois, US",84017039,0.4,orange
"Douglas, Illinois, US",84017041,0.631578947368421,orange
"DuPage, Illinois, US",84017043,0.9436046511627908,red
"Effingham, Illinois, US",84017049,0.0,green
"Fayette, Illinois, US",84017051,0.2,yellow
"Ford, Illinois, US",84017053,0.8181818181818181,red
"Franklin, Illinois, US",84017055,0.25,yellow
"Fulton, Illinois, US",84017057,1.0,red
"Gallatin, Illinois, US",84017059,0.0,green
"Greene, Illinois, US",84017061,0.0,green
"Grundy, Illinois, US",84017063,0.8627450980392158,red
"Hamilton, Illinois, US",84017065,0.0,green
"Hancock, Illinois, US",84017067,0.08333333333333334,green
"Hardin, Illinois, US",84017069,0.0,green
"Henderson, Illinois, US",84017071,0.5,orange
"Henry, Illinois, US",84017073,0.35,yellow
"Iroquois, Illinois, US",84017075,0.3897058823529412,yellow
"Jackson, Illinois, US",84017077,0.24293785310734464,yellow
"Jasper, Illinois, US",84017079,-0.025641025641025644,green
"Jefferson, Illinois, US",84017081,0.06206896551724138,green
"Jersey, Illinois, US",84017083,0.4166666666666667,orange
"Jo Daviess, Illinois, US",84017085,0.35294117647058826,yellow
"Johnson, Illinois, US",84017087,1.0,red
"Kane, Illinois, US",84017089,0.911969111969112,red
"Kankakee, Illinois, US",84017091,0.7414141414141415,orange
"Kendall, Illinois, US",84017093,0.9146341463414634,red
"Knox, Illinois, US",84017095,0.4722222222222222,orange
"Lake, Illinois, US",84017097,0.817032967032967,red
"LaSalle,Illinois,US",84017099,0.3333333333333333,yellow
"Lawrence, Illinois, US",84017101,0.0,green
"Lee, Illinois, US",84017103,0.26373626373626374,yellow
"Livingston, Illinois, US",84017105,0.2608695652173913,yellow
"Logan, Illinois, US",84017107,0.28571428571428575,yellow
"McDonough, Illinois, US",84017109,0.6133333333333333,orange
"McHenry, Illinois, US",84017111,0.8181818181818182,red
"McLean, Illinois, US",84017113,0.9864864864864864,red
"Macon, Illinois, US",84017115,0.5,orange
"Macoupin, Illinois, US",84017117,0.26666666666666666,yellow
"Madison, Illinois, US",84017119,0.5181518151815181,orange
"Marion, Illinois, US",84017121,0.37931034482758624,yellow
"Marshall, Illinois, US",84017123,0.33333333333333337,yellow
"Mason, Illinois, US",84017125,0.11764705882352942,yellow
"Massac, Illinois, US",84017127,0.0,green
"Menard, Illinois, US",84017129,0.0,green
"Mercer, Illinois, US",84017131,0.5555555555555556,orange
"Monroe, Illinois, US",84017133,0.26829268292682934,yellow
"Montgomery, Illinois, US",84017135,0.35714285714285715,yellow
"Morgan, Illinois, US",84017137,0.47619047619047616,orange
"Moultrie, Illinois, US",84017139,0.6666666666666667,orange
"Ogle, Illinois, US",84017141,0.38582677165354334,yellow
"Peoria, Illinois, US",84017143,0.3983739837398374,yellow
"Perry, Illinois, US",84017145,0.0967741935483871,green
"Piatt, Illinois, US",84017147,0.33333333333333337,yellow
"Pike, Illinois, US",84017149,0.0,green
"Pulaski, Illinois, US",84017153,0.7027027027027027,orange
"Randolph, Illinois, US",84017157,0.18224299065420563,yellow
"Richland, Illinois, US",84017159,0.0,green
"Rock Island, Illinois, US",84017161,0.4474393530997305,orange
"St. Clair, Illinois, US",84017163,0.546583850931677,orange
"Saline, Illinois, US",84017165,0.5,orange
"Sangamon, Illinois, US",84017167,0.4,orange
"Schuyler, Illinois, US",84017169,0.0,green
"Shelby, Illinois, US",84017173,0.8333333333333334,red
"Stark, Illinois, US",84017175,1.0,red
"Stephenson, Illinois, US",84017177,0.9375,red
"Tazewell, Illinois, US",84017179,0.25641025641025644,yellow
"Union, Illinois, US",84017181,0.7083333333333334,orange
"Vermilion, Illinois, US",84017183,0.4347826086956522,orange
"Wabash, Illinois, US",84017185,0.0,green
"Warren, Illinois, US",84017187,0.1891891891891892,yellow
"Washington, Illinois, US",84017189,0.4285714285714286,orange
"Wayne, Illinois, US",84017191,0.7058823529411765,orange
"White, Illinois, US",84017193,0.0,green
"Whiteside, Illinois, US",84017195,0.47826086956521746,orange
"Will, Illinois, US",84017197,0.6993006993006994,orange
"Williamson, Illinois, US",84017199,0.4571428571428572,orange
"Winnebago, Illinois, US",84017201,0.9007427413909521,red
"Woodford, Illinois, US",84017203,0.2,yellow
"Adams, Indiana, US",84018001,0.4,orange
"Allen, Indiana, US",84018003,0.8925318761384335,red
"Bartholomew, Indiana, US",84018005,0.7800829875518672,orange
"Benton, Indiana, US",84018007,1.0,red
"Blackford, Indiana, US",84018009,0.5833333333333334,orange
"Boone, Indiana, US",84018011,0.5298013245033113,orange
"Brown, Indiana, US",84018013,0.5,orange
"Carroll,Indiana,US",84018015,0.15094339622641512,yellow
"Cass, Indiana, US",84018017,0.04208144796380091,green
"Clark, Indiana, US",84018019,0.39350180505415167,yellow
"Clay, Indiana, US",84018021,0.7619047619047619,orange
"Clinton, Indiana, US",84018023,0.9920634920634921,red
"Crawford, Indiana, US",84018025,0.18181818181818182,yellow
"Daviess, Indiana, US",84018027,0.5862068965517241,orange
"Dearborn, Indiana, US",84018029,0.1267605633802817,yellow
"Decatur, Indiana, US",84018031,0.10738255033557047,yellow
"DeKalb, Indiana, US",84018033,0.09999999999999999,green
"Delaware, Indiana, US",84018035,0.9375,red
"Dubois, Indiana, US",84018037,0.9753086419753085,red
"Elkhart, Indiana, US",84018039,0.951219512195122,red
"Fayette, Indiana, US",84018041,0.4444444444444444,orange
"Floyd, Indiana, US",84018043,0.9299363057324841,red
"Fountain, Indiana, US",84018045,0.4166666666666667,orange
"Franklin, Indiana, US",84018047,0.047619047619047616,green
"Fulton, Indiana, US",84018049,0.34615384615384615,yellow
"Gibson, Indiana, US",84018051,0.625,orange
"Grant, Indiana, US",84018053,0.19444444444444442,yellow
"Greene, Indiana, US",84018055,0.14736842105263157,yellow
"Hamilton, Indiana, US",84018057,0.3930921052631579,yellow
"Hancock, Indiana, US",84018059,0.45679012345679015,orange
"Harrison, Indiana, US",84018061,0.30973451327433627,yellow
"Hendricks, Indiana, US",84018063,0.327054794520548,yellow
"Henry, Indiana, US",84018065,0.852112676056338,red
"Howard, Indiana, US",84018067,0.47791164658634544,orange
"Huntington, Indiana, US",84018069,0.7647058823529412,orange
"Jackson, Indiana, US",84018071,0.4195804195804196,orange
"Jasper, Indiana, US",84018073,0.18181818181818182,yellow
"Jay, Indiana, US",84018075,0.8400000000000001,red
"Jefferson, Indiana, US",84018077,0.47826086956521746,orange
"Jennings, Indiana, US",84018079,0.6142857142857142,orange
"Johnson, Indiana, US",84018081,0.9216101694915254,red
"Knox, Indiana, US",84018083,0.13636363636363635,yellow
"Kosciusko, Indiana, US",84018085,1.0,red
"LaGrange, Indiana, US",84018087,0.9354838709677419,red
"Lake, Indiana, US",84018089,0.7519600855310049,orange
"LaPorte, Indiana, US",84018091,0.3303964757709251,yellow
"Lawrence, Indiana, US",84018093,0.4629629629629629,orange
"Madison, Indiana, US",84018095,0.27461139896373055,yellow
"Marion, Indiana, US",84018097,0.6274460612142498,orange
"Marshall, Indiana, US",84018099,0.8214285714285714,red
"Martin, Indiana, US",84018101,0.2,yellow
"Miami, Indiana, US",84018103,0.07228915662650602,green
"Monroe, Indiana, US",84018105,0.1759259259259259,yellow
"Montgomery, Indiana, US",84018107,0.7530864197530864,orange
"Morgan, Indiana, US",84018109,0.8134328358208955,red
"Newton, Indiana, US",84018111,0.25925925925925924,yellow
"Noble, Indiana, US",84018113,0.31428571428571433,yellow
"Ohio, Indiana, US",84018115,0.6666666666666667,orange
"Orange, Indiana, US",84018117,0.12781954887218044,yellow
"Owen, Indiana, US",84018119,-0.09090909090909091,green
"Parke, Indiana, US",84018121,0.07142857142857144,green
"Perry, Indiana, US",84018123,0.3684210526315789,yellow
"Pike, Indiana, US",84018125,0.8333333333333334,red
"Porter, Indiana, US",84018127,0.8864628820960699,red
"Posey, Indiana, US",84018129,0.16666666666666669,yellow
"Pulaski, Indiana, US",84018131,0.04,green
"Putnam, Indiana, US",84018133,0.9871794871794872,red
"Randolph, Indiana, US",84018135,0.6923076923076923,orange
"Ripley, Indiana, US",84018137,0.1271186440677966,yellow
"Rush, Indiana, US",84018139,0.4,orange
"St. Joseph, Indiana, US",84018141,0.7704626334519572,orange
"Scott, Indiana, US",84018143,0.48000000000000004,orange
"Shelby, Indiana, US",84018145,0.41884816753926696,orange
"Spencer, Indiana, US",84018147,1.0,red
"Starke, Indiana, US",84018149,0.631578947368421,orange
"Steuben, Indiana, US",84018151,0.17073170731707318,yellow
"Sullivan, Indiana, US",84018153,0.8,red
"Switzerland, Indiana, US",84018155,0.38095238095238093,yellow
"Tippecanoe, Indiana, US",84018157,0.6536964980544747,orange
"Tipton, Indiana, US",84018159,0.0,green
"Union, Indiana, US",84018161,0.0,green
"Vanderburgh, Indiana, US",84018163,0.7452830188679246,orange
"Vermillion, Indiana, US",84018165,0.0,green
"Vigo, Indiana, US",84018167,0.9418604651162791,red
"Wabash, Indiana, US",84018169,0.13725490196078433,yellow
"Warren, Indiana, US",84018171,0.0,green
"Warrick, Indiana, US",84018173,0.7435897435897436,orange
"Washington, Indiana, US",84018175,0.11764705882352942,yellow
"Wayne, Indiana, US",84018177,0.5,orange
"Wells, Indiana, US",84018179,0.9411764705882354,red
"White, Indiana, US",84018181,0.3779904306220096,yellow
"Whitley, Indiana, US",84018183,0.5555555555555556,orange
"Adair, Iowa, US",84019001,1.0,red
"Allamakee, Iowa, US",84019005,0.17307692307692307,yellow
"Appanoose, Iowa, US",84019007,0.5,orange
"Audubon, Iowa, US",84019009,0.17647058823529413,yellow
"Benton, Iowa, US",84019011,0.11538461538461538,yellow
"Black Hawk, Iowa, US",84019013,0.16149068322981366,yellow
"Boone, Iowa, US",84019015,0.47058823529411764,orange
"Bremer, Iowa, US",84019017,0.2333333333333333,yellow
"Buchanan, Iowa, US",84019019,0.3,yellow
"Buena Vista, Iowa, US",84019021,1.0,red
"Butler, Iowa, US",84019023,0.26666666666666666,yellow
"Calhoun, Iowa, US",84019025,1.0,red
"Carroll, Iowa, US",84019027,0.2,yellow
"Cass, Iowa, US",84019029,1.0,red
"Cedar, Iowa, US",84019031,0.15384615384615385,yellow
"Cerro Gordo, Iowa, US",84019033,0.29411764705882354,yellow
"Cherokee, Iowa, US",84019035,1.0,red
"Chickasaw, Iowa, US",84019037,0.5,orange
"Clarke, Iowa, US",84019039,1.0,red
"Clay, Iowa, US",84019041,0.0,green
"Clayton, Iowa, US",84019043,0.625,orange
"Clinton, Iowa, US",84019045,0.25,yellow
"Crawford, Iowa, US",84019047,0.8722554890219562,red
"Dallas, Iowa, US",84019049,0.264033264033264,yellow
"Davis, Iowa, US",84019051,0.36363636363636365,yellow
"Decatur, Iowa, US",84019053,0.0,green
"Delaware, Iowa, US",84019055,0.5714285714285715,orange
"Des Moines, Iowa, US",84019057,0.03773584905660378,green
"Dickinson, Iowa, US",84019059,0.2,yellow
"Dubuque, Iowa, US",84019061,1.0,red
"Emmet, Iowa, US",84019063,1.0,red
"Fayette, Iowa, US",84019065,0.06666666666666667,green
"Floyd, Iowa, US",84019067,0.8333333333333333,red
"Franklin, Iowa, US",84019069,0.2,yellow
"Greene, Iowa, US",84019073,0.0,green
"Grundy, Iowa, US",84019075,0.22222222222222224,yellow
"Guthrie, Iowa, US",84019077,0.2692307692307692,yellow
"Hamilton, Iowa, US",84019079,0.3,yellow
"Hancock, Iowa, US",84019081,0.6666666666666667,orange
"Hardin, Iowa, US",84019083,0.0,green
"Harrison, Iowa, US",84019085,0.13333333333333333,yellow
"Henry, Iowa, US",84019087,0.26666666666666666,yellow
"Howard, Iowa, US",84019089,0.0,green
"Humboldt, Iowa, US",84019091,0.125,yellow
"Iowa, Iowa, US",84019095,0.4736842105263158,orange
"Jackson, Iowa, US",84019097,0.25,yellow
"Jasper, Iowa, US",84019099,0.08633093525179855,green
"Jefferson, Iowa, US",84019101,1.0,red
"Johnson, Iowa, US",84019103,0.12435233160621761,yellow
"Jones, Iowa, US",84019105,0.4347826086956522,orange
"Keokuk, Iowa, US",84019107,0.7692307692307692,orange
"Kossuth, Iowa, US",84019109,0.8,red
"Lee, Iowa, US",84019111,0.1739130434782609,yellow
"Linn, Iowa, US",84019113,0.24958949096880131,yellow
"Louisa, Iowa, US",84019115,0.19186046511627908,yellow
"Lyon, Iowa, US",84019119,0.3157894736842105,yellow
"Madison, Iowa, US",84019121,0.7142857142857143,orange
"Mahaska, Iowa, US",84019123,1.0,red
"Marion, Iowa, US",84019125,1.0,red
"Marshall, Iowa, US",84019127,0.2918395573997234,yellow
"Mills, Iowa, US",84019129,0.6666666666666667,orange
"Mitchell, Iowa, US",84019131,0.5,orange
"Monona, Iowa, US",84019133,0.6666666666666667,orange
"Monroe, Iowa, US",84019135,0.9473684210526316,red
"Montgomery, Iowa, US",84019137,0.22222222222222224,yellow
"Muscatine, Iowa, US",84019139,0.322884012539185,yellow
"O'Brien, Iowa, US",84019141,0.6,orange
"Osceola, Iowa, US",84019143,0.72,orange
"Page, Iowa, US",84019145,0.11111111111111112,yellow
"Plymouth, Iowa, US",84019149,0.693877551020408,orange
"Pocahontas, Iowa, US",84019151,0.0,green
"Polk, Iowa, US",84019153,0.69248291571754,orange
"Pottawattamie, Iowa, US",84019155,0.9731182795698925,red
"Poweshiek, Iowa, US",84019157,0.16842105263157894,yellow
"Sac, Iowa, US",84019161,1.0,red
"Scott, Iowa, US",84019163,0.3224043715846995,yellow
"Shelby, Iowa, US",84019165,0.5,orange
"Sioux, Iowa, US",84019167,0.7904761904761906,orange
"Story, Iowa, US",84019169,0.7101449275362319,orange
"Tama, Iowa, US",84019171,0.2274247491638796,yellow
"Taylor, Iowa, US",84019173,1.0,red
"Union, Iowa, US",84019175,1.0,red
"Van Buren, Iowa, US",84019177,0.0,green
"Wapello, Iowa, US",84019179,0.7584830339321357,orange
"Warren, Iowa, US",84019181,1.0,red
"Washington, Iowa, US",84019183,0.29245283018867924,yellow
"Wayne, Iowa, US",84019185,0.0,green
"Webster, Iowa, US",84019187,0.5714285714285715,orange
"Winnebago, Iowa, US",84019189,1.0,red
"Winneshiek, Iowa, US",84019191,0.15789473684210525,yellow
"Woodbury, Iowa, US",84019193,0.7644964394710072,orange
"Worth, Iowa, US",84019195,0.7499999999999999,orange
"Wright, Iowa, US",84019197,1.0,red
"Anderson, Kansas, US",84020003,0.5,orange
"Atchison, Kansas, US",84020005,0.45454545454545453,orange
"Barber, Kansas, US",84020007,0.0,green
"Barton, Kansas, US",84020009,0.55,orange
"Bourbon, Kansas, US",84020011,0.0,green
"Brown, Kansas, US",84020013,1.0,red
"Butler, Kansas, US",84020015,0.8,red
"Chase, Kansas, US",84020017,0.0,green
"Chautauqua, Kansas, US",84020019,0.0,green
"Cherokee, Kansas, US",84020021,0.0,green
"Cheyenne, Kansas, US",84020023,0.0,green
"Clark, Kansas, US",84020025,0.22222222222222224,yellow
"Clay, Kansas, US",84020027,0.25,yellow
"Cloud, Kansas, US",84020029,0.0,green
"Coffey, Kansas, US",84020031,0.0,green
"Cowley, Kansas, US",84020035,0.5,orange
"Crawford, Kansas, US",84020037,0.0,green
"Dickinson, Kansas, US",84020041,0.0,green
"Doniphan, Kansas, US",84020043,0.3,yellow
"Douglas, Kansas, US",84020045,0.24,yellow
"Edwards, Kansas, US",84020047,0.33333333333333337,yellow
"Elk, Kansas, US",84020049,0.0,green
"Ellis, Kansas, US",84020051,0.0,green
"Finney, Kansas, US",84020055,0.7015535568274734,orange
"Ford, Kansas, US",84020057,0.6078971533516988,orange
"Franklin, Kansas, US",84020059,0.8400000000000001,red
"Geary, Kansas, US",84020061,0.0,green
"Gove, Kansas, US",84020063,0.0,green
"Grant, Kansas, US",84020067,0.7368421052631579,orange
"Gray, Kansas, US",84020069,1.0,red
"Greenwood, Kansas, US",84020073,0.0,green
"Hamilton, Kansas, US",84020075,0.16666666666666669,yellow
"Harper, Kansas, US",84020077,0.0,green
"Harvey, Kansas, US",84020079,0.5,orange
"Haskell, Kansas, US",84020081,0.05555555555555556,green
"Jackson, Kansas, US",84020085,0.9827586206896552,red
"Jefferson, Kansas, US",84020087,0.888888888888889,red
"Jewell, Kansas, US",84020089,0.0,green
"Johnson, Kansas, US",84020091,0.49122807017543857,orange
"Kearny, Kansas, US",84020093,0.6666666666666666,orange
"Kiowa, Kansas, US",84020097,0.0,green
"Labette, Kansas, US",84020099,0.0,green
"Leavenworth, Kansas, US",84020103,0.1958041958041958,yellow
"Linn, Kansas, US",84020107,0.25,yellow
"Lyon, Kansas, US",84020111,0.11888111888111887,yellow
"McPherson, Kansas, US",84020113,0.1,green
"Marion, Kansas, US",84020115,0.0,green
"Meade, Kansas, US",84020119,0.05405405405405406,green
"Miami, Kansas, US",84020121,0.0,green
"Mitchell, Kansas, US",84020123,0.0,green
"Montgomery, Kansas, US",84020125,-0.11111111111111112,green
"Morris, Kansas, US",84020127,0.0,green
"Morton, Kansas, US",84020129,1.0,red
"Nemaha, Kansas, US",84020131,1.0,red
"Neosho, Kansas, US",84020133,0.0,green
"Norton, Kansas, US",84020137,0.0,green
"Osage, Kansas, US",84020139,0.6666666666666667,orange
"Osborne, Kansas, US",84020141,0.0,green
"Ottawa, Kansas, US",84020143,0.0,green
"Phillips, Kansas, US",84020147,1.0,red
"Pottawatomie, Kansas, US",84020149,0.35714285714285715,yellow
"Pratt, Kansas, US",84020151,0.0,green
"Reno, Kansas, US",84020155,0.0,green
"Republic, Kansas, US",84020157,0.0,green
"Rice, Kansas, US",84020159,0.33333333333333337,yellow
"Riley, Kansas, US",84020161,0.125,yellow
"Rooks, Kansas, US",84020163,0.0,green
"Saline, Kansas, US",84020169,0.3333333333333333,yellow
"Scott, Kansas, US",84020171,0.9473684210526316,red
"Sedgwick, Kansas, US",84020173,0.5415162454873647,orange
"Seward, Kansas, US",84020175,0.21931818181818183,yellow
"Shawnee, Kansas, US",84020177,0.7155963302752293,orange
"Sheridan, Kansas, US",84020179,0.0,green
"Sherman, Kansas, US",84020181,0.25,yellow
"Smith, Kansas, US",84020183,0.0,green
"Stafford, Kansas, US",84020185,0.0,green
"Stanton, Kansas, US",84020187,0.0,green
"Stevens, Kansas, US",84020189,0.6428571428571429,orange
"Sumner, Kansas, US",84020191,1.0,red
"Wabaunsee, Kansas, US",84020197,0.05,green
"Washington, Kansas, US",84020201,0.0,green
"Wilson, Kansas, US",84020205,0.0,green
"Woodson, Kansas, US",84020207,0.0,green
"Wyandotte, Kansas, US",84020209,0.26753864447086806,yellow
"Adair, Kentucky, US",84021001,0.15841584158415842,yellow
"Allen, Kentucky, US",84021003,0.8,red
"Anderson, Kentucky, US",84021005,1.0,red
"Ballard, Kentucky, US",84021007,0.33333333333333337,yellow
"Barren, Kentucky, US",84021009,0.4615384615384615,orange
"Bath, Kentucky, US",84021011,0.6666666666666667,orange
"Boone, Kentucky, US",84021015,0.9966996699669967,red
"Bourbon, Kentucky, US",84021017,0.0,green
"Boyd, Kentucky, US",84021019,0.3181818181818181,yellow
"Boyle, Kentucky, US",84021021,0.22222222222222224,yellow
"Bracken, Kentucky, US",84021023,0.0,green
"Breathitt, Kentucky, US",84021025,0.0,green
"Breckinridge, Kentucky, US",84021027,0.4,orange
"Bullitt, Kentucky, US",84021029,0.5396825396825397,orange
"Butler, Kentucky, US",84021031,0.26829268292682934,yellow
"Caldwell, Kentucky, US",84021033,0.0,green
"Calloway, Kentucky, US",84021035,0.5882352941176471,orange
"Campbell, Kentucky, US",84021037,0.47619047619047616,orange
"Carlisle, Kentucky, US",84021039,0.0,green
"Carroll, Kentucky, US",84021041,0.5,orange
"Carter, Kentucky, US",84021043,0.8571428571428572,red
"Casey, Kentucky, US",84021045,1.0,red
"Christian, Kentucky, US",84021047,0.09090909090909091,green
"Clark, Kentucky, US",84021049,0.11111111111111112,yellow
"Clay, Kentucky, US",84021051,1.0,red
"Clinton, Kentucky, US",84021053,0.0,green
"Crittenden, Kentucky, US",84021055,0.0,green
"Cumberland, Kentucky, US",84021057,0.0,green
"Daviess, Kentucky, US",84021059,0.3711340206185567,yellow
"Edmonson, Kentucky, US",84021061,0.18518518518518517,yellow
"Fayette, Kentucky, US",84021067,0.957983193277311,red
"Fleming, Kentucky, US",84021069,1.0,red
"Floyd, Kentucky, US",84021071,0.1,green
"Franklin, Kentucky, US",84021073,0.3157894736842105,yellow
"Fulton, Kentucky, US",84021075,1.0,red
"Gallatin, Kentucky, US",84021077,1.0,red
"Garrard, Kentucky, US",84021079,0.0,green
"Grant, Kentucky, US",84021081,0.35714285714285715,yellow
"Graves, Kentucky, US",84021083,0.06557377049180327,green
"Grayson, Kentucky, US",84021085,0.2641509433962264,yellow
"Green, Kentucky, US",84021087,0.0,green
"Greenup, Kentucky, US",84021089,0.11111111111111112,yellow
"Hancock, Kentucky, US",84021091,0.0,green
"Hardin, Kentucky, US",84021093,1.0,red
"Harrison, Kentucky, US",84021097,0.0,green
"Hart, Kentucky, US",84021099,0.9411764705882354,red
"Henderson, Kentucky, US",84021101,0.4666666666666666,orange
"Henry, Kentucky, US",84021103,0.8,red
"Hickman, Kentucky, US",84021105,0.0,green
"Hopkins, Kentucky, US",84021107,0.01183431952662722,green
"Jackson, Kentucky, US",84021109,0.018518518518518517,green
"Jefferson, Kentucky, US",84021111,0.5571177504393673,orange
"Jessamine, Kentucky, US",84021113,0.3125,yellow
"Johnson, Kentucky, US",84021115,0.0,green
"Kenton, Kentucky, US",84021117,0.7384615384615384,orange
"Knott, Kentucky, US",84021119,0.0,green
"Knox, Kentucky, US",84021121,0.2,yellow
"Larue, Kentucky, US",84021123,0.0,green
"Laurel, Kentucky, US",84021125,-0.09090909090909091,green
"Lawrence, Kentucky, US",84021127,0.0,green
"Leslie, Kentucky, US",84021131,0.33333333333333337,yellow
"Letcher, Kentucky, US",84021133,1.0,red
"Lewis, Kentucky, US",84021135,0.4,orange
"Lincoln, Kentucky, US",84021137,0.5,orange
"Livingston, Kentucky, US",84021139,0.2,yellow
"Logan, Kentucky, US",84021141,0.7007299270072993,orange
"Lyon, Kentucky, US",84021143,0.0,green
"McCracken, Kentucky, US",84021145,0.5333333333333333,orange
"McCreary, Kentucky, US",84021147,0.125,yellow
"McLean, Kentucky, US",84021149,0.28571428571428575,yellow
"Madison, Kentucky, US",84021151,1.0,red
"Marion, Kentucky, US",84021155,0.0,green
"Marshall, Kentucky, US",84021157,0.09090909090909091,green
"Martin, Kentucky, US",84021159,0.0,green
"Mason, Kentucky, US",84021161,0.25,yellow
"Meade, Kentucky, US",84021163,0.18181818181818182,yellow
"Menifee, Kentucky, US",84021165,0.5,orange
"Mercer, Kentucky, US",84021167,0.14285714285714288,yellow
"Metcalfe, Kentucky, US",84021169,0.5,orange
"Monroe, Kentucky, US",84021171,0.0,green
"Montgomery, Kentucky, US",84021173,0.8333333333333334,red
"Morgan, Kentucky, US",84021175,0.0,green
"Muhlenberg, Kentucky, US",84021177,0.04405286343612335,green
"Nelson, Kentucky, US",84021179,0.4210526315789474,orange
"Nicholas, Kentucky, US",84021181,0.0,green
"Ohio, Kentucky, US",84021183,0.9800000000000001,red
"Oldham, Kentucky, US",84021185,0.9743589743589743,red
"Owen, Kentucky, US",84021187,0.0,green
"Owsley, Kentucky, US",84021189,0.0,green
"Pendleton, Kentucky, US",84021191,0.33333333333333337,yellow
"Perry, Kentucky, US",84021193,0.5454545454545454,orange
"Pike, Kentucky, US",84021195,0.9629629629629629,red
"Powell, Kentucky, US",84021197,0.0,green
"Pulaski, Kentucky, US",84021199,0.27999999999999997,yellow
"Rockcastle, Kentucky, US",84021203,-0.125,green
"Rowan, Kentucky, US",84021205,0.7499999999999999,orange
"Russell, Kentucky, US",84021207,0.3478260869565218,yellow
"Scott, Kentucky, US",84021209,0.0625,green
"Shelby, Kentucky, US",84021211,0.7160493827160493,orange
"Simpson, Kentucky, US",84021213,0.5833333333333334,orange
"Spencer, Kentucky, US",84021215,0.0,green
"Taylor, Kentucky, US",84021217,0.0,green
"Todd, Kentucky, US",84021219,0.3,yellow
"Trigg, Kentucky, US",84021221,0.0,green
"Trimble, Kentucky, US",84021223,0.0,green
"Union, Kentucky, US",84021225,0.0,green
"Warren, Kentucky, US",84021227,0.9099236641221374,red
"Washington, Kentucky, US",84021229,0.0,green
